"Status","Year","Parent_department","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","HM Treasury","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Female","White","40","30","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury","Male","White","50","50","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Black","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Female","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Home Office","Female","White","440","350","28740","24890"
"Leaver CS","2021","Home Office","Male","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Male","Undeclared","60","50","33430","30260"
"Leaver CS","2021","Home Office","Male","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Home Office","Male","White","440","400","32920","27240"
"Leaver CS","2021","Ministry of Defence","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Female","Unknown","150","140","30450","27510"
"Leaver CS","2021","Ministry of Defence","Female","White","900","810","29530","26340"
"Leaver CS","2021","Ministry of Defence","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Male","Undeclared","130","120","37560","36100"
"Leaver CS","2021","Ministry of Defence","Male","Unknown","380","380","31740","29930"
"Leaver CS","2021","Ministry of Defence","Male","White","1520","1460","33450","30880"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Female","White","50","40","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Male","White","50","50","45760","42970"
"Leaver CS","2021","Ministry of Justice","Female","Asian","90","80","23900","22030"
"Leaver CS","2021","Ministry of Justice","Female","Black","100","90","26590","23500"
"Leaver CS","2021","Ministry of Justice","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Mixed","60","50","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Female","Unknown","760","720","23940","19930"
"Leaver CS","2021","Ministry of Justice","Female","White","1880","1630","25400","20100"
"Leaver CS","2021","Ministry of Justice","Male","Asian","80","70","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Black","70","70","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","Ministry of Justice","Male","Unknown","750","710","25440","21170"
"Leaver CS","2021","Ministry of Justice","Male","White","1880","1710","27610","21170"
"Leaver CS","2021","National Crime Agency","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Female","White","50","40","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","National Crime Agency","Male","White","90","80","46130","43710"
"Leaver CS","2021","Northern Ireland Office","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland Office","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Female","White","70","60","50870","51360"
"Leaver CS","2021","Office for Standards in Education","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office for Standards in Education","Male","White","30","30","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Gas and Electricity Markets","Male","White","30","30","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Qualifications and Examinations Regulation","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Female","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Office of Rail and Road","Male","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other Cabinet Office Agencies","Female","White","[c]","[c]","[c]","[c]"
