"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","London","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Department for International Trade","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","London","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Department for Transport","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Wales","AA/AO","250","200","20420","21590"
"Leaver CS","2021","Department for Transport","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","AA/AO","120","100","20760","21010"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","EO","90","80","27310","27570"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","East Midlands (England)","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","East of England","AA/AO","120","100","22610","22520"
"Leaver CS","2021","Department for Work and Pensions","East of England","EO","140","120","28590","28250"
"Leaver CS","2021","Department for Work and Pensions","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","AA/AO","130","120","24810","25110"
"Leaver CS","2021","Department for Work and Pensions","London","EO","290","270","30980","31060"
"Leaver CS","2021","Department for Work and Pensions","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","London","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","AA/AO","280","240","20810","21010"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","EO","140","110","27230","27570"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","AA/AO","450","390","20700","21010"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","EO","310","260","27350","27570"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","G6/G7","40","30","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","North West (England)","SEO/HEO","80","70","35970","34370"
"Leaver CS","2021","Department for Work and Pensions","Scotland","AA/AO","190","160","20740","21010"
"Leaver CS","2021","Department for Work and Pensions","Scotland","EO","160","130","27230","27570"
"Leaver CS","2021","Department for Work and Pensions","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","AA/AO","160","140","21810","21010"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","EO","160","130","28600","28100"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","AA/AO","150","120","20930","21010"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","EO","120","100","27340","27570"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Wales","AA/AO","130","100","20720","21010"
"Leaver CS","2021","Department for Work and Pensions","Wales","EO","90","70","27220","27570"
"Leaver CS","2021","Department for Work and Pensions","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","AA/AO","150","120","20640","21010"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","EO","150","120","27230","27570"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","AA/AO","170","140","20830","21010"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","EO","210","160","27240","27570"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions","Yorkshire and The Humber","SEO/HEO","70","60","35840","34290"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East of England","AA/AO","50","50","20750","20230"
"Leaver CS","2021","Department of Health and Social Care","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East of England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","East of England","SEO/HEO","60","60","36260","35610"
"Leaver CS","2021","Department of Health and Social Care","London","AA/AO","50","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","London","EO","80","50","27110","27140"
"Leaver CS","2021","Department of Health and Social Care","London","G6/G7","130","80","58040","54290"
"Leaver CS","2021","Department of Health and Social Care","London","SCS","50","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","London","SEO/HEO","190","160","36720","37100"
"Leaver CS","2021","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","South West (England)","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
