"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","South East (England)","SEO/HEO","80","80","33470","31700"
"Leaver CS","2022","UK Statistics Authority","Wales","AA/AO","70","70","19720","19610"
"Leaver CS","2022","UK Statistics Authority","Wales","EO","30","30","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","Wales","SEO/HEO","80","80","33290","32340"
"Leaver CS","2022","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","West Midlands (England)","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Wales","AA/AO","60","50","23130","23830"
"Leaver CS","2022","Welsh Government","Wales","EO","40","30","[c]","[c]"
"Leaver CS","2022","Welsh Government","Wales","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Welsh Government","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government","Wales","SEO/HEO","90","80","39600","38160"
"Leaver Dept.","2021","Attorney General's Departments","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","G6/G7","70","60","57830","54760"
"Leaver Dept.","2021","Attorney General's Departments","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","London","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","EO","100","100","27460","27500"
"Leaver Dept.","2021","Cabinet Office","London","G6/G7","250","240","57590","56050"
"Leaver Dept.","2021","Cabinet Office","London","SCS","50","50","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","London","SEO/HEO","250","250","35540","34550"
"Leaver Dept.","2021","Cabinet Office","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","G6/G7","50","50","58060","56170"
"Leaver Dept.","2021","Cabinet Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","SEO/HEO","550","550","31700","32000"
"Leaver Dept.","2021","Cabinet Office","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","G6/G7","170","150","56110","53600"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","190","180","36010","34080"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","G6/G7","90","90","55210","52580"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","SEO/HEO","80","80","34880","32660"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","G6/G7","60","50","57640","54400"
"Leaver Dept.","2021","Department for Education","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","London","SEO/HEO","70","70","38150","37280"
"Leaver Dept.","2021","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","G6/G7","70","70","57640","55100"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","London","SEO/HEO","170","170","35630","33930"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","G6/G7","70","60","54090","51970"
"Leaver Dept.","2021","Department for International Trade","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","London","SEO/HEO","110","110","34920","32980"
"Leaver Dept.","2021","Department for International Trade","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","G6/G7","50","50","56990","54760"
"Leaver Dept.","2021","Department for Transport","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","London","SEO/HEO","110","110","38120","35430"
"Leaver Dept.","2021","Department for Transport","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Wales","AA/AO","60","60","20760","21170"
"Leaver Dept.","2021","Department for Transport","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Wales","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East of England","AA/AO","[c]","[c]","[c]","[c]"
