"Status","Year","Sexual_orientation","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Medicine","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department for Work and Pensions (excl. agencies)","140","130","27540","27570"
"Leaver Dept.","2022","LGBO","Operational Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Public Health England","170","160","36760","32330"
"Leaver Dept.","2022","LGBO","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","43510","40050"
"Leaver Dept.","2022","LGBO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
