"Status","Year","Region_ITL1","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Crown Prosecution Service","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","70","60","37210","35900"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","90","90","33140","30190"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Transport (excl. agencies)","50","50","35130","38650"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department for Work and Pensions (excl. agencies)","630","610","25700","27570"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Driver and Vehicle Licensing Agency","70","60","22430","21840"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","HM Courts and Tribunals Service","130","130","23420","20970"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","HM Prison and Probation Service","750","710","25760","23170"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","HM Revenue and Customs (excl. agencies)","390","380","27480","26590"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Ministry of Defence (excl. agencies)","90","90","32700","29350"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Office of the Public Guardian","50","50","22060","20970"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Rural Payments Agency","50","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","UK Health Security Agency","90","80","31610","28590"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared non-disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","HM Prison and Probation Service","40","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Education (excl. agencies)","80","80","33960","29360"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Department for Work and Pensions (excl. agencies)","120","120","25770","27570"
"New entrant CS","2022","West Midlands (England)","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Education and Skills Funding Agency","40","40","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","HM Courts and Tribunals Service","130","130","22500","20970"
"New entrant CS","2022","West Midlands (England)","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","HM Prison and Probation Service","490","440","25620","23170"
"New entrant CS","2022","West Midlands (England)","Unknown","HM Revenue and Customs (excl. agencies)","330","320","25900","21250"
"New entrant CS","2022","West Midlands (England)","Unknown","Home Office","100","90","25780","24880"
"New entrant CS","2022","West Midlands (England)","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Ministry of Defence (excl. agencies)","80","80","27370","26350"
"New entrant CS","2022","West Midlands (England)","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Unknown","Office of the Public Guardian","90","80","21650","20970"
