"Status","Year","Parent_department","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Welsh Government","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Female","120","120","41030","31630"
"Leaver Dept.","2022","Attorney General's Departments","Heterosexual / straight","Male","60","50","42610","31560"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Female","500","490","46080","40600"
"Leaver Dept.","2022","Cabinet Office","Heterosexual / straight","Male","350","350","45620","38070"
"Leaver Dept.","2022","Cabinet Office","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","LGBO","Male","50","50","43470","39400"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office","Undeclared","Male","50","50","42180","34640"
"Leaver Dept.","2022","Cabinet Office","Unknown","Female","460","450","37150","32000"
"Leaver Dept.","2022","Cabinet Office","Unknown","Male","380","380","39220","32000"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Female","280","270","42700","38160"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Male","240","230","45040","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","LGBO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","70","60","34870","31950"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","80","80","37040","34450"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","80","80","41680","34360"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","70","70","48270","51730"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Female","210","210","41140","36780"
"Leaver Dept.","2022","Department for Education","Heterosexual / straight","Male","130","130","43480","39870"
"Leaver Dept.","2022","Department for Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Education","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Female","210","200","28750","24920"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Male","140","140","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Female","80","70","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Female","160","150","39510","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Male","120","110","43010","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Heterosexual / straight","Female","200","190","35510","32180"
"Leaver Dept.","2022","Department for Transport","Heterosexual / straight","Male","190","190","38150","34710"
"Leaver Dept.","2022","Department for Transport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Department for Transport","Unknown","Female","80","80","35200","31040"
"Leaver Dept.","2022","Department for Transport","Unknown","Male","80","80","36170","31820"
"Leaver Dept.","2022","Department for Work and Pensions","Heterosexual / straight","Female","1340","1290","29190","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Heterosexual / straight","Male","860","850","30230","27570"
"Leaver Dept.","2022","Department for Work and Pensions","LGBO","Female","90","80","28150","27570"
"Leaver Dept.","2022","Department for Work and Pensions","LGBO","Male","110","100","29580","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","Female","130","120","29810","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Undeclared","Male","90","90","32180","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Female","300","280","30980","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Unknown","Male","200","200","32160","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Heterosexual / straight","Female","3310","2860","39590","34530"
"Leaver Dept.","2022","Department of Health and Social Care","Heterosexual / straight","Male","1430","1270","45010","38200"
"Leaver Dept.","2022","Department of Health and Social Care","LGBO","Female","180","150","36600","32330"
"Leaver Dept.","2022","Department of Health and Social Care","LGBO","Male","190","160","42170","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","Female","1020","410","41900","37260"
"Leaver Dept.","2022","Department of Health and Social Care","Undeclared","Male","680","230","48900","40650"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Female","680","610","48460","40570"
"Leaver Dept.","2022","Department of Health and Social Care","Unknown","Male","380","370","55320","50420"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","Female","180","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Unknown","Male","160","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Female","720","690","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Unknown","Male","630","620","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Heterosexual / straight","Female","90","90","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Heterosexual / straight","Male","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Heterosexual / straight","Female","530","500","35210","28760"
"Leaver Dept.","2022","Home Office","Heterosexual / straight","Male","480","470","35830","28840"
"Leaver Dept.","2022","Home Office","LGBO","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","LGBO","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Home Office","Undeclared","Female","50","50","37730","35050"
"Leaver Dept.","2022","Home Office","Undeclared","Male","60","50","36610","32690"
"Leaver Dept.","2022","Home Office","Unknown","Female","120","110","33740","28650"
"Leaver Dept.","2022","Home Office","Unknown","Male","90","90","34500","30940"
"Leaver Dept.","2022","Ministry of Defence","Heterosexual / straight","Female","400","380","34500","32710"
"Leaver Dept.","2022","Ministry of Defence","Heterosexual / straight","Male","420","420","37520","33680"
"Leaver Dept.","2022","Ministry of Defence","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Undeclared","Male","70","70","38610","37580"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence","Unknown","Male","80","80","37680","37000"
