"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","Westminster","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Attorney General's Departments","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Cabinet Office","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Chancellor's other departments","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Westminster","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Business, Energy and Industrial Strategy","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Education","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Environment, Food and Rural Affairs","York","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for International Trade","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for International Trade","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Levelling Up, Housing and Communities","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Dorset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Shropshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Department for Transport","Torbay","[c]","[c]","[c]","[c]"
