"Status","Year","Sexual_orientation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Undeclared","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","East Anglia","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","34270","29070"
"Leaver CS","2021","Undeclared","Declared non-disabled","Greater Manchester","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Inner London - East","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Inner London - West","110","100","50710","45000"
"Leaver CS","2021","Undeclared","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Merseyside","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Outer London - South","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Outer London - West and North West","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","West Midlands","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","West Wales and The Valleys","60","40","26700","21590"
"Leaver CS","2021","Undeclared","Declared non-disabled","West Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Inner London - West","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Eastern Scotland","60","50","28930","25870"
"Leaver CS","2021","Undeclared","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Central Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","East Anglia","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","East Wales","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Inner London - West","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Northumberland and Tyne and Wear","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Tees Valley and Durham","30","20","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","West Midlands","70","50","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Bedfordshire and Hertfordshire","100","90","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Derbyshire and Nottinghamshire","100","80","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Devon","160","140","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","East Anglia","150","120","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","East Wales","280","230","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","East Yorkshire and Northern Lincolnshire","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","Declared non-disabled","Eastern Scotland","240","210","35790","28300"
"Leaver CS","2021","Unknown","Declared non-disabled","Essex","50","40","[c]","[c]"
