"Status","Year","Sexual_orientation","Disability","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Inner London - West","130","130","46640","39250"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Inner London - West","60","60","45610","40220"
"Leaver Dept.","2021","LGBO","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Inner London - West","190","190","43680","38600"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Inner London - West","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Inner London - West","150","140","47360","44750"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Declared non-disabled","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Inner London - West","70","70","50360","53100"
"Leaver Dept.","2021","Undeclared","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Inner London - West","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Declared disabled","Tees Valley and Durham","[c]","[c]","[c]","[c]"
