"Status","Year","Region_ITL3","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","City of Edinburgh","Scotland","Ministry of Defence","230","220","27270","21580"
"In post","2021","City of Edinburgh","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland","Scotland Office","80","80","47970","46600"
"In post","2021","City of Edinburgh","Scotland","Scottish Government","9650","9210","39950","35110"
"In post","2021","City of Edinburgh","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Scotland","Department for Work and Pensions","390","350","26040","27570"
"In post","2021","Clackmannanshire and Fife","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Scotland","Ministry of Defence","400","390","33110","33000"
"In post","2021","Clackmannanshire and Fife","Scotland","Scottish Government","550","510","30530","30930"
"In post","2021","Conwy and Denbighshire","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Wales","Department for Work and Pensions","140","120","27250","27570"
"In post","2021","Conwy and Denbighshire","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Wales","Ministry of Justice","100","90","28820","24800"
"In post","2021","Conwy and Denbighshire","Wales","Welsh Government","420","400","39790","37410"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Department for Environment, Food and Rural Affairs","90","90","33110","29180"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Department for Transport","60","50","29350","26780"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Department for Work and Pensions","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Ministry of Defence","470","440","25410","21580"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","South West (England)","Ministry of Justice","120","100","26320","22260"
"In post","2021","Coventry","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","West Midlands (England)","Department for Education","1280","1250","40710","36820"
"In post","2021","Coventry","West Midlands (England)","Department for Work and Pensions","430","380","25880","27570"
"In post","2021","Coventry","West Midlands (England)","HM Land Registry","270","240","30880","27130"
"In post","2021","Coventry","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","West Midlands (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","West Midlands (England)","Ministry of Justice","120","110","26300","22920"
"In post","2021","Coventry","West Midlands (England)","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Coventry","West Midlands (England)","Office of Qualifications and Examinations Regulation","260","250","45520","40580"
"In post","2021","Croydon","London","Attorney General's Departments","90","80","39280","31670"
"In post","2021","Croydon","London","Cabinet Office","50","50","43890","32000"
"In post","2021","Croydon","London","Department for Business, Energy and Industrial Strategy","70","60","32350","27650"
"In post","2021","Croydon","London","Department for Education","50","50","[c]","[c]"
"In post","2021","Croydon","London","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","London","Department for Work and Pensions","250","230","30360","31060"
"In post","2021","Croydon","London","HM Land Registry","380","360","41430","37290"
"In post","2021","Croydon","London","HM Revenue and Customs","2420","2290","39040","36160"
"In post","2021","Croydon","London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","London","Home Office","5310","5030","38510","35070"
"In post","2021","Croydon","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","London","Ministry of Justice","990","950","36410","31180"
"In post","2021","Darlington","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","Department for Education","710","680","38100","36780"
"In post","2021","Darlington","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","Department for Transport","40","30","[c]","[c]"
"In post","2021","Darlington","North East (England)","Department for Work and Pensions","70","70","26420","27570"
"In post","2021","Darlington","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","North East (England)","Ministry of Justice","110","100","25920","22920"
"In post","2021","Darlington","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derby","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Derby","East Midlands (England)","Department for Transport","60","60","41020","28380"
"In post","2021","Derby","East Midlands (England)","Department for Work and Pensions","620","540","24300","21010"
"In post","2021","Derby","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Derby","East Midlands (England)","Ministry of Defence","60","60","34970","33200"
"In post","2021","Derby","East Midlands (England)","Ministry of Justice","260","230","25900","22260"
"In post","2021","Derry City and Strabane","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Attorney General's Departments","100","90","39950","36240"
"In post","2021","Devon CC","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Department for Business, Energy and Industrial Strategy","1770","1690","40030","39650"
"In post","2021","Devon CC","South West (England)","Department for Environment, Food and Rural Affairs","530","490","29590","25540"
"In post","2021","Devon CC","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Department for Transport","50","40","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Department for Work and Pensions","1400","1180","25150","26120"
"In post","2021","Devon CC","South West (England)","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","HM Revenue and Customs","70","60","35250","32110"
"In post","2021","Devon CC","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Ministry of Defence","410","390","24090","20920"
"In post","2021","Devon CC","South West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","South West (England)","Ministry of Justice","1150","1060","28540","26010"
"In post","2021","Devon CC","South West (England)","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Dorset CC","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","South West (England)","Department for Environment, Food and Rural Affairs","150","140","33210","29270"
"In post","2021","Dorset CC","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","South West (England)","Department for Work and Pensions","90","80","26800","27570"
"In post","2021","Dorset CC","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","South West (England)","HM Land Registry","290","250","29180","27130"
"In post","2021","Dorset CC","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","South West (England)","Ministry of Defence","600","580","29280","26670"
"In post","2021","Dorset CC","South West (England)","Ministry of Justice","970","910","28610","27120"
"In post","2021","Dorset CC","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands (England)","Department for Work and Pensions","980","830","24900","26120"
"In post","2021","Dudley","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands (England)","HM Revenue and Customs","60","60","23530","20140"
"In post","2021","Dudley","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","West Midlands (England)","Ministry of Justice","90","70","27410","22920"
"In post","2021","Dumfries and Galloway","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Department for Work and Pensions","80","70","26790","27570"
"In post","2021","Dumfries and Galloway","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scotland","Scottish Government","460","430","29970","28410"
"In post","2021","Durham CC","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
