"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Chinese","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","London","60","60","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","London","50","50","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","50-59","North East (England)","[c]","[c]","[c]","[c]"
