"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","20-29","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Asian","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","London","390","360","30320","29400"
"Leaver CS","2022","Asian","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","North West (England)","80","70","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Asian","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","20-29","West Midlands (England)","90","90","25630","24950"
"Leaver CS","2022","Asian","20-29","Yorkshire and The Humber","90","80","24500","21430"
"Leaver CS","2022","Asian","30-39","East Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Asian","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","London","280","260","38790","33230"
"Leaver CS","2022","Asian","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","North West (England)","40","30","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","South East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Asian","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","30-39","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2022","Asian","30-39","Yorkshire and The Humber","60","60","28580","27570"
"Leaver CS","2022","Asian","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","London","180","160","45260","39960"
"Leaver CS","2022","Asian","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","North West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","40-49","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2022","Asian","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","London","110","100","48260","40400"
"Leaver CS","2022","Asian","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","London","80","60","38310","31880"
"Leaver CS","2022","Asian","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","London","110","80","31810","28650"
"Leaver CS","2022","Asian","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","London","290","270","29840","31060"
"Leaver CS","2022","Black","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","London","200","190","34750","31060"
"Leaver CS","2022","Black","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","London","130","120","39720","33090"
"Leaver CS","2022","Black","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","London","140","130","37950","31060"
"Leaver CS","2022","Black","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","London","70","60","35230","31060"
"Leaver CS","2022","Black","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","London","30","30","[c]","[c]"
"Leaver CS","2022","Black","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","London","150","140","31060","31060"
"Leaver CS","2022","Mixed","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","South West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","London","100","100","39020","33940"
"Leaver CS","2022","Mixed","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","London","40","40","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","London","40","30","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","50-59","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","London","50","50","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","London","30","30","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
