"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Central Hampshire","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Ministry of Defence","AA/AO","70","70","20860","21170"
"New entrant CS","2022","Central Hampshire","Ministry of Defence","EO","60","60","24590","23580"
"New entrant CS","2022","Central Hampshire","Ministry of Defence","G6/G7","50","40","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Ministry of Defence","SEO/HEO","190","180","30570","29230"
"New entrant CS","2022","Central Hampshire","Ministry of Justice","AA/AO","70","70","24890","28140"
"New entrant CS","2022","Central Hampshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Hampshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Department for Work and Pensions","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Central Valleys","Department for Work and Pensions","EO","140","130","27570","27570"
"New entrant CS","2022","Central Valleys","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Ministry of Justice","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Central Valleys","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Central Valleys","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Environment, Food and Rural Affairs","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Defence","AA/AO","50","40","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Justice","AA/AO","60","60","22140","23140"
"New entrant CS","2022","Cheshire East","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire East","Ministry of Justice","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cheshire West and Chester","Ministry of Justice","Unknown","50","50","25470","24800"
"New entrant CS","2022","Cheshire West and Chester","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Ministry of Justice","AA/AO","170","170","22840","23140"
"New entrant CS","2022","Chorley and West Lancashire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chorley and West Lancashire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Work and Pensions","EO","40","40","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","HM Revenue and Customs","AA/AO","280","270","21250","21250"
"New entrant CS","2022","City of Edinburgh","HM Revenue and Customs","EO","90","80","26480","26590"
"New entrant CS","2022","City of Edinburgh","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","HM Revenue and Customs","SEO/HEO","70","70","33540","33080"
"New entrant CS","2022","City of Edinburgh","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Scottish Government","AA/AO","460","450","22650","21640"
"New entrant CS","2022","City of Edinburgh","Scottish Government","EO","250","240","27330","27230"
"New entrant CS","2022","City of Edinburgh","Scottish Government","G6/G7","180","180","56940","53480"
"New entrant CS","2022","City of Edinburgh","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","City of Edinburgh","Scottish Government","SEO/HEO","590","570","36290","36130"
"New entrant CS","2022","City of Edinburgh","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Home Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Scottish Government","AA/AO","60","60","21730","21640"
"New entrant CS","2022","Clackmannanshire and Fife","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Clackmannanshire and Fife","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Conwy and Denbighshire","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
