"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","50-59","Home Office","140","130","26510","24880"
"New entrant CS","2021","EO","50-59","Ministry of Defence","160","160","27160","26350"
"New entrant CS","2021","EO","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Ministry of Justice","80","70","24810","24620"
"New entrant CS","2021","EO","50-59","National Crime Agency","100","100","33820","34140"
"New entrant CS","2021","EO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","EO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","50-59","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Department for Work and Pensions","330","320","28240","27570"
"New entrant CS","2021","EO","60-64","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","60-64","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","65+","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Cabinet Office","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Department of Health and Social Care","50","50","54790","53360"
"New entrant CS","2021","G6/G7","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","20-29","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Attorney General's Departments","120","120","51780","50520"
"New entrant CS","2021","G6/G7","30-39","Cabinet Office","100","100","58810","54700"
"New entrant CS","2021","G6/G7","30-39","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Department for Business, Energy and Industrial Strategy","50","50","58380","55020"
"New entrant CS","2021","G6/G7","30-39","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Department for Education","50","50","54540","53420"
"New entrant CS","2021","G6/G7","30-39","Department for Environment, Food and Rural Affairs","70","70","53580","52290"
"New entrant CS","2021","G6/G7","30-39","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Department for Transport","60","60","58610","54650"
"New entrant CS","2021","G6/G7","30-39","Department for Work and Pensions","60","60","57090","55350"
"New entrant CS","2021","G6/G7","30-39","Department of Health and Social Care","160","150","55420","53360"
"New entrant CS","2021","G6/G7","30-39","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","HM Treasury","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Home Office","70","70","58700","57430"
"New entrant CS","2021","G6/G7","30-39","Ministry of Defence","70","60","62260","59000"
"New entrant CS","2021","G6/G7","30-39","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Ministry of Justice","80","80","57870","56420"
"New entrant CS","2021","G6/G7","30-39","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Scottish Government","80","80","54400","48930"
"New entrant CS","2021","G6/G7","30-39","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","United Kingdom Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","30-39","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Attorney General's Departments","110","100","52180","50520"
"New entrant CS","2021","G6/G7","40-49","Cabinet Office","60","60","66380","60570"
"New entrant CS","2021","G6/G7","40-49","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Education","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Environment, Food and Rural Affairs","60","50","53440","52290"
"New entrant CS","2021","G6/G7","40-49","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Department for Work and Pensions","60","60","59360","57000"
"New entrant CS","2021","G6/G7","40-49","Department of Health and Social Care","160","150","57230","53360"
"New entrant CS","2021","G6/G7","40-49","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","HM Revenue and Customs","50","40","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Home Office","60","60","61620","57460"
"New entrant CS","2021","G6/G7","40-49","Ministry of Defence","90","80","65590","59370"
"New entrant CS","2021","G6/G7","40-49","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Ministry of Justice","70","70","59560","58130"
"New entrant CS","2021","G6/G7","40-49","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Scottish Government","80","80","55300","52480"
"New entrant CS","2021","G6/G7","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","United Kingdom Statistics Authority","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","40-49","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Attorney General's Departments","60","60","54730","50520"
"New entrant CS","2021","G6/G7","50-59","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Environment, Food and Rural Affairs","50","50","55050","52290"
"New entrant CS","2021","G6/G7","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Department of Health and Social Care","120","110","57980","53620"
"New entrant CS","2021","G6/G7","50-59","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Ministry of Defence","70","70","61030","55000"
"New entrant CS","2021","G6/G7","50-59","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
