"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Bedfordshire and Hertfordshire","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office (excl. agencies)","SEO/HEO","70","70","32740","33300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Companies House","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","G6/G7","60","50","60280","61290"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Defence Equipment and Support","SEO/HEO","100","100","34540","34000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","60","60","53000","49460"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","80","80","36250","35900"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","AA/AO","160","130","22840","22680"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","EO","830","760","28620","28550"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions (excl. agencies)","SEO/HEO","90","80","35860","35120"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","EO","60","60","27300","26700"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","AA/AO","100","100","23460","23100"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","EO","150","150","28220","27770"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","G6/G7","140","130","61650","57750"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","SEO/HEO","330","310","40520","40330"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","Unknown","70","70","21200","21600"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","120","110","25060","25000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","EO","60","60","27920","27400"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","70","70","38970","36520"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","AA/AO","180","160","20860","20970"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","EO","50","50","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","SEO/HEO","60","50","37130","36050"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","AA/AO","1190","1150","27950","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","EO","350","340","32150","33520"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","SEO/HEO","300","280","40540","38160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Prison and Probation Service","Unknown","590","550","29800","26310"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","AA/AO","120","110","22060","21250"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","EO","110","110","29140","28920"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","G6/G7","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","SEO/HEO","140","130","37630","37610"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Home Office","AA/AO","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Met Office","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","AA/AO","1150","1120","26630","23170"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","EO","450","440","30460","28350"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","G6/G7","160","150","63090","58500"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","SEO/HEO","780","760","38950","37320"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","EO","70","70","37320","37560"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","AA/AO","80","70","21300","21300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","EO","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Rural Payments Agency","SEO/HEO","50","50","34080","32030"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","The Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","UK Health Security Agency","AA/AO","50","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","UK Health Security Agency","EO","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","UK Health Security Agency","G6/G7","110","100","56880","53160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","UK Health Security Agency","SCS","[c]","[c]","[c]","[c]"
