"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cornwall and Isles of Scilly","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Work and Pensions (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Prison and Probation Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","AA/AO","90","80","21150","21260"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","EO","140","120","27440","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","AA/AO","60","50","19520","19450"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Prison and Probation Service","AA/AO","170","150","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Prison and Probation Service","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","EO","70","60","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Legal Aid Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office of the Public Guardian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","The Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","UK Health Security Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Education (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Work and Pensions (excl. agencies)","AA/AO","90","70","21080","21260"
"Leaver CS","2022","Devon","Department for Work and Pensions (excl. agencies)","EO","60","50","27400","27570"
"Leaver CS","2022","Devon","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Education and Skills Funding Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Land Registry","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Devon","HM Prison and Probation Service","AA/AO","110","100","[c]","[c]"
"Leaver CS","2022","Devon","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Met Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Met Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Met Office","SEO/HEO","50","50","37670","38180"
"Leaver CS","2022","Devon","Ministry of Defence (excl. agencies)","AA/AO","70","60","24650","21830"
"Leaver CS","2022","Devon","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Rural Payments Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","EO","50","40","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Courts and Tribunals Service","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Prison and Probation Service","AA/AO","90","80","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Prison and Probation Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","HM Prison and Probation Service","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Defence (excl. agencies)","AA/AO","60","50","21300","21050"
"Leaver CS","2022","Dorset and Somerset","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Justice (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
