"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Lincolnshire","AA/AO","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","EO","Unknown","80","80","29930","29930"
"Leaver CS","2021","Lincolnshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","No function","70","60","20620","20650"
"Leaver CS","2021","Merseyside","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","AA/AO","Unknown","280","210","20560","21010"
"Leaver CS","2021","Merseyside","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","No function","30","30","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","EO","Unknown","170","140","26090","26490"
"Leaver CS","2021","Merseyside","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Merseyside","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","EO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","AA/AO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","No function","50","40","19550","19830"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","AA/AO","Unknown","540","420","20800","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","EO","Unknown","210","170","27250","27570"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","SEO/HEO","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","AA/AO","No function","80","70","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","EO","Unknown","70","60","30830","31060"
"Leaver CS","2021","Outer London - East and North East","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","No function","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","AA/AO","Unknown","90","70","24240","25120"
"Leaver CS","2021","Outer London - South","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","EO","Unknown","110","100","29700","29370"
"Leaver CS","2021","Outer London - South","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","SEO/HEO","Unknown","90","90","[c]","[c]"
"Leaver CS","2021","Outer London - South","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","No function","90","80","21690","22100"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","AA/AO","Unknown","90","70","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","EO","Unknown","160","140","30220","31060"
"Leaver CS","2021","Outer London - West and North West","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","SCS","No function","[c]","[c]","[c]","[c]"
