"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","EO","Unknown","120","110","28260","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","No function","60","50","34710","32330"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","SEO/HEO","Unknown","60","50","36320","35470"
"Leaver CS","2021","Hampshire and Isle of Wight","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","No function","110","110","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","EO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","No function","130","120","21850","22680"
"Leaver CS","2021","Inner London - East","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","AA/AO","Unknown","70","60","24520","25110"
"Leaver CS","2021","Inner London - East","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","No function","60","50","30180","28170"
"Leaver CS","2021","Inner London - East","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","EO","Unknown","120","110","30180","31060"
"Leaver CS","2021","Inner London - East","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","No function","70","60","58920","54290"
"Leaver CS","2021","Inner London - East","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","G6/G7","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","No function","100","100","38570","38890"
"Leaver CS","2021","Inner London - East","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","SEO/HEO","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","No function","50","40","[c]","[c]"
"Leaver CS","2021","Inner London - East","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Analysis","60","60","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","No function","300","290","22080","22680"
"Leaver CS","2021","Inner London - West","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","AA/AO","Unknown","180","140","24180","25110"
"Leaver CS","2021","Inner London - West","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Legal","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","No function","160","150","25350","26410"
"Leaver CS","2021","Inner London - West","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","EO","Unknown","260","200","28810","29500"
"Leaver CS","2021","Inner London - West","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Legal","110","90","59270","55490"
"Leaver CS","2021","Inner London - West","G6/G7","No function","220","210","60230","57400"
"Leaver CS","2021","Inner London - West","G6/G7","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","G6/G7","Unknown","280","210","61030","57570"
"Leaver CS","2021","Inner London - West","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","No function","60","60","104440","93800"
"Leaver CS","2021","Inner London - West","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SCS","Unknown","80","50","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Communications","50","50","37540","38620"
"Leaver CS","2021","Inner London - West","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","No function","270","270","35760","34290"
"Leaver CS","2021","Inner London - West","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","SEO/HEO","Unknown","410","340","37160","37280"
"Leaver CS","2021","Inner London - West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","No function","210","190","19470","17180"
"Leaver CS","2021","Kent","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","AA/AO","Unknown","110","90","22810","23590"
"Leaver CS","2021","Kent","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","EO","Unknown","100","90","28280","28190"
"Leaver CS","2021","Kent","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Kent","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","No function","150","130","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","AA/AO","Unknown","290","240","20790","21010"
"Leaver CS","2021","Lancashire","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","EO","Unknown","110","90","27330","27570"
"Leaver CS","2021","Lancashire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","No function","30","30","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Lancashire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","No function","190","180","20050","19510"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Unknown","160","140","20650","20920"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","No function","40","40","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","EO","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","No function","70","60","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lincolnshire","AA/AO","Security","[c]","[c]","[c]","[c]"
