"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Project Delivery","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Westminster","70","70","48920","51780"
"Leaver Dept.","2021","Female","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Project Delivery","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Property","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Security","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","60","60","32570","31860"
"Leaver Dept.","2021","Female","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Birmingham","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bristol, City of","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Camden and City of London","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cardiff and Vale of Glamorgan","100","90","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","City of Edinburgh","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Croydon","110","100","40460","34960"
"Leaver Dept.","2021","Female","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Durham CC","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Glasgow City","90","90","26340","27230"
"Leaver Dept.","2021","Female","Unknown","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester South West","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leeds","100","80","33810","28270"
"Leaver Dept.","2021","Female","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Liverpool","100","90","27640","24310"
"Leaver Dept.","2021","Female","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Manchester","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mid Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Nottingham","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sefton","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sheffield","70","70","33100","30830"
"Leaver Dept.","2021","Female","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sunderland","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tower Hamlets","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tyneside","150","140","26590","24890"
"Leaver Dept.","2021","Female","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Westminster","810","620","46290","41140"
"Leaver Dept.","2021","Female","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Analysis","Westminster","80","70","40510","34850"
"Leaver Dept.","2021","Male","Analysis","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Commercial","Lambeth","[c]","[c]","[c]","[c]"
