"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Tower Hamlets","70","70","62650","61080"
"Leaver CS","2021","Male","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Westminster","380","340","60320","58050"
"Leaver CS","2021","Male","G6/G7","Wiltshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Westminster","110","90","104150","95160"
"Leaver CS","2021","Male","SCS","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Aberdeen City and Aberdeenshire","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","160","150","37790","39510"
"Leaver CS","2021","Male","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Birmingham","60","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bristol, City of","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Camden and City of London","60","60","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cardiff and Vale of Glamorgan","50","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Central Hampshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","City of Edinburgh","90","80","39260","38810"
"Leaver CS","2021","Male","SEO/HEO","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Croydon","50","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Devon CC","50","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Glasgow City","50","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lambeth","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Leeds","60","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Manchester","50","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Monmouthshire and Newport","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Nottingham","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Portsmouth","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Sheffield","50","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Somerset","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Suffolk","40","40","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Tower Hamlets","70","60","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Tyneside","60","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Westminster","400","360","37120","36730"
"Leaver CS","2021","Male","SEO/HEO","Wiltshire","90","90","35690","35180"
"Leaver CS","2021","Male","SEO/HEO","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
