"Status","Year","Age","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Wales","Ministry of Justice","720","710","23710","22920"
"In post","2021","20-29","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","United Kingdom Statistics Authority","660","650","29500","29540"
"In post","2021","20-29","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Welsh Government","560","550","26990","23830"
"In post","2021","20-29","West Midlands (England)","Attorney General's Departments","50","50","26580","23470"
"In post","2021","20-29","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Department for Business, Energy and Industrial Strategy","100","90","26100","24250"
"In post","2021","20-29","West Midlands (England)","Department for Education","250","250","31220","29730"
"In post","2021","20-29","West Midlands (England)","Department for Environment, Food and Rural Affairs","70","70","24190","21740"
"In post","2021","20-29","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Department for Transport","50","50","26920","26470"
"In post","2021","20-29","West Midlands (England)","Department for Work and Pensions","730","710","25800","27570"
"In post","2021","20-29","West Midlands (England)","Department of Health and Social Care","80","70","22770","21590"
"In post","2021","20-29","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","HM Land Registry","100","100","24510","22350"
"In post","2021","20-29","West Midlands (England)","HM Revenue and Customs","660","650","27170","25560"
"In post","2021","20-29","West Midlands (England)","Home Office","140","140","24440","24890"
"In post","2021","20-29","West Midlands (England)","Ministry of Defence","190","190","25270","24760"
"In post","2021","20-29","West Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Ministry of Justice","1670","1640","23250","22850"
"In post","2021","20-29","West Midlands (England)","National Crime Agency","70","70","30830","30640"
"In post","2021","20-29","West Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Attorney General's Departments","120","120","26970","25480"
"In post","2021","20-29","Yorkshire and The Humber","Cabinet Office","160","160","27400","26670"
"In post","2021","20-29","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Department for Education","260","260","33670","30090"
"In post","2021","20-29","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","160","160","27630","25190"
"In post","2021","20-29","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Department for Transport","50","50","26110","26580"
"In post","2021","20-29","Yorkshire and The Humber","Department for Work and Pensions","1110","1100","26680","27570"
"In post","2021","20-29","Yorkshire and The Humber","Department of Health and Social Care","300","300","31330","28970"
"In post","2021","20-29","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","HM Land Registry","70","70","24240","22350"
"In post","2021","20-29","Yorkshire and The Humber","HM Revenue and Customs","1110","1090","25540","25560"
"In post","2021","20-29","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Home Office","610","600","24590","24880"
"In post","2021","20-29","Yorkshire and The Humber","Ministry of Defence","100","100","24690","23720"
"In post","2021","20-29","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Ministry of Justice","1640","1620","24360","24000"
"In post","2021","20-29","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Yorkshire and The Humber","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Attorney General's Departments","90","90","39050","44740"
"In post","2021","30-39","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Department for Business, Energy and Industrial Strategy","50","50","30240","30950"
"In post","2021","30-39","East Midlands (England)","Department for Education","90","80","40560","36960"
"In post","2021","30-39","East Midlands (England)","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Department for Transport","100","90","34320","31860"
"In post","2021","30-39","East Midlands (England)","Department for Work and Pensions","810","730","26360","27570"
"In post","2021","30-39","East Midlands (England)","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","HM Land Registry","110","100","29170","27130"
"In post","2021","30-39","East Midlands (England)","HM Revenue and Customs","790","750","31340","31810"
"In post","2021","30-39","East Midlands (England)","Home Office","60","60","26960","25290"
"In post","2021","30-39","East Midlands (England)","Ministry of Defence","260","250","28780","26670"
"In post","2021","30-39","East Midlands (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Ministry of Justice","1730","1620","26910","25400"
"In post","2021","30-39","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Midlands (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Attorney General's Departments","100","90","37800","36240"
"In post","2021","30-39","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","30-39","East of England","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Department for Environment, Food and Rural Affairs","200","190","33050","30100"
"In post","2021","30-39","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Department for Transport","40","40","[c]","[c]"
"In post","2021","30-39","East of England","Department for Work and Pensions","660","600","27970","27570"
"In post","2021","30-39","East of England","Department of Health and Social Care","190","170","38080","33180"
"In post","2021","30-39","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","HM Revenue and Customs","190","180","31160","31810"
"In post","2021","30-39","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Home Office","360","330","25550","25040"
"In post","2021","30-39","East of England","Ministry of Defence","620","590","33020","33300"
"In post","2021","30-39","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Ministry of Justice","1480","1400","28510","28400"
"In post","2021","30-39","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East of England","Other Cabinet Office Agencies","60","50","33650","33950"
"In post","2021","30-39","London","Attorney General's Departments","1260","1200","49310","51250"
"In post","2021","30-39","London","Cabinet Office","1780","1750","52530","54700"
"In post","2021","30-39","London","Chancellor's other departments","90","90","59340","55000"
"In post","2021","30-39","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Competition and Markets Authority","280","270","59830","56630"
"In post","2021","30-39","London","Department for Business, Energy and Industrial Strategy","1560","1520","52020","53380"
"In post","2021","30-39","London","Department for Digital, Culture, Media and Sport","580","570","52890","52130"
"In post","2021","30-39","London","Department for Education","730","710","52130","53760"
"In post","2021","30-39","London","Department for Environment, Food and Rural Affairs","640","620","47460","52290"
"In post","2021","30-39","London","Department for International Trade","630","630","49650","51970"
"In post","2021","30-39","London","Department for Transport","860","840","49590","54110"
"In post","2021","30-39","London","Department for Work and Pensions","1740","1660","34430","31060"
"In post","2021","30-39","London","Department of Health and Social Care","1610","1530","47290","42000"
"In post","2021","30-39","London","Food Standards Agency","90","90","42000","40960"
"In post","2021","30-39","London","Foreign, Commonwealth and Development Office","1140","1120","50090","53000"
"In post","2021","30-39","London","HM Land Registry","60","50","40020","37290"
"In post","2021","30-39","London","HM Revenue and Customs","1510","1470","45750","41760"
"In post","2021","30-39","London","HM Treasury","680","670","56400","57530"
"In post","2021","30-39","London","Home Office","3070","2950","41400","35200"
"In post","2021","30-39","London","Ministry of Defence","790","780","45580","45200"
"In post","2021","30-39","London","Ministry of Housing, Communities and Local Government","520","510","51050","53130"
"In post","2021","30-39","London","Ministry of Justice","3470","3350","36430","33260"
"In post","2021","30-39","London","National Crime Agency","430","420","42870","40170"
"In post","2021","30-39","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Office for Standards in Education","80","80","54150","51360"
"In post","2021","30-39","London","Office of Gas and Electricity Markets","220","220","51430","49630"
"In post","2021","30-39","London","Office of Rail and Road","60","50","51290","55430"
"In post","2021","30-39","London","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","30-39","London","Scotland Office","[c]","[c]","[c]","[c]"
