"Status","Year","Region_ITL3","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs","Unknown","110","110","31340","29180"
"In post","2021","Berkshire","Department for International Trade","Heterosexual / straight","90","90","46080","51970"
"In post","2021","Berkshire","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions","Heterosexual / straight","320","300","29270","29290"
"In post","2021","Berkshire","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions","Undeclared","40","30","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions","Unknown","80","70","30210","29290"
"In post","2021","Berkshire","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs","Heterosexual / straight","190","170","34370","32100"
"In post","2021","Berkshire","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs","Undeclared","40","40","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs","Unknown","80","70","35280","32520"
"In post","2021","Berkshire","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Berkshire","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","Heterosexual / straight","690","670","34600","33300"
"In post","2021","Berkshire","Ministry of Defence","LGBO","40","40","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","Undeclared","120","110","37220","40580"
"In post","2021","Berkshire","Ministry of Defence","Unknown","190","180","32230","27680"
"In post","2021","Berkshire","Ministry of Justice","Heterosexual / straight","200","190","28750","24440"
"In post","2021","Berkshire","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","Unknown","30","30","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","Heterosexual / straight","70","70","39380","37960"
"In post","2021","Berkshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","Unknown","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Heterosexual / straight","270","250","30980","31060"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Undeclared","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","Unknown","80","70","30910","31060"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Heterosexual / straight","80","80","33250","33950"
"In post","2021","Bexley and Greenwich","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Heterosexual / straight","750","730","32130","32600"
"In post","2021","Bexley and Greenwich","Ministry of Justice","LGBO","50","50","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Undeclared","90","80","32920","33880"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Unknown","300","280","30710","30150"
"In post","2021","Birmingham","Attorney General's Departments","Heterosexual / straight","340","320","38910","38000"
"In post","2021","Birmingham","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","Unknown","130","120","41500","38760"
"In post","2021","Birmingham","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","360","340","36120","34280"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","Unknown","260","250","28560","24250"
"In post","2021","Birmingham","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Heterosexual / straight","90","80","32170","30730"
"In post","2021","Birmingham","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","Unknown","50","50","28050","26470"
"In post","2021","Birmingham","Department for Work and Pensions","Heterosexual / straight","1300","1180","27900","27570"
"In post","2021","Birmingham","Department for Work and Pensions","LGBO","70","60","27540","27570"
"In post","2021","Birmingham","Department for Work and Pensions","Undeclared","200","170","28050","27570"
"In post","2021","Birmingham","Department for Work and Pensions","Unknown","670","580","25980","27570"
"In post","2021","Birmingham","Department of Health and Social Care","Heterosexual / straight","290","260","41190","33630"
"In post","2021","Birmingham","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Undeclared","50","40","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","Unknown","110","100","46520","38020"
"In post","2021","Birmingham","Food Standards Agency","Heterosexual / straight","50","50","38800","37910"
"In post","2021","Birmingham","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","Heterosexual / straight","1650","1540","32670","31810"
"In post","2021","Birmingham","HM Revenue and Customs","LGBO","80","70","32000","31810"
"In post","2021","Birmingham","HM Revenue and Customs","Undeclared","250","220","33990","31810"
"In post","2021","Birmingham","HM Revenue and Customs","Unknown","1020","950","28350","25560"
"In post","2021","Birmingham","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","Heterosexual / straight","100","90","29480","25310"
"In post","2021","Birmingham","Home Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Heterosexual / straight","190","190","34280","33300"
"In post","2021","Birmingham","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Heterosexual / straight","110","110","38280","36340"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","Heterosexual / straight","2280","2120","26190","22570"
"In post","2021","Birmingham","Ministry of Justice","LGBO","120","120","27690","22720"
"In post","2021","Birmingham","Ministry of Justice","Undeclared","280","260","25810","22570"
"In post","2021","Birmingham","Ministry of Justice","Unknown","470","440","24730","20650"
"In post","2021","Birmingham","National Crime Agency","Heterosexual / straight","310","300","37450","36410"
"In post","2021","Birmingham","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","Unknown","60","60","39670","38630"
"In post","2021","Birmingham","Office for Standards in Education","Heterosexual / straight","130","130","55000","51360"
"In post","2021","Birmingham","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Heterosexual / straight","60","50","39710","34800"
"In post","2021","Birmingham","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Heterosexual / straight","70","70","54370","50620"
"In post","2021","Birmingham","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","Unknown","100","90","48480","44000"
"In post","2021","Blackburn with Darwen","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Heterosexual / straight","240","210","27050","27570"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","Unknown","100","80","25500","27570"
