"Status","Year","Profession_of_post","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Statistics Authority","50","50","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data and Technology","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","AA/AO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","EO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Economics","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Ministry of Defence (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","AA/AO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Ministry of Defence (excl. agencies)","70","70","25980","26670"
"Leaver CS","2022","Finance","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","EO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","G6/G7","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SCS","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
