"Status","Year","Region_ITL2","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South Yorkshire","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Psychology","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Security","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","South Yorkshire","Security","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Security","Ministry of Justice","100","100","38670","40190"
"In post","2022","South Yorkshire","Social Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Social Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Statistics","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Statistics","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Unknown","Cabinet Office","90","80","50450","49700"
"In post","2022","South Yorkshire","Unknown","Department for Work and Pensions","50","50","37450","31990"
"In post","2022","South Yorkshire","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Commercial","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Southern Scotland","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Counter Fraud","Department for Work and Pensions","210","190","23770","21260"
"In post","2022","Southern Scotland","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Digital, Data and Technology","Foreign, Commonwealth and Development Office","170","170","42550","39190"
"In post","2022","Southern Scotland","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Finance","Foreign, Commonwealth and Development Office","60","60","38790","33930"
"In post","2022","Southern Scotland","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Human Resources","Foreign, Commonwealth and Development Office","50","40","[c]","[c]"
"In post","2022","Southern Scotland","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Knowledge and Information Management","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Knowledge and Information Management","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Legal","Scottish Government","110","100","53250","53490"
"In post","2022","Southern Scotland","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Department for Transport","30","30","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Department for Work and Pensions","630","560","27070","27570"
"In post","2022","Southern Scotland","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Foreign, Commonwealth and Development Office","160","140","34020","33930"
"In post","2022","Southern Scotland","Operational Delivery","HM Revenue and Customs","1640","1420","25060","22080"
"In post","2022","Southern Scotland","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","Scottish Government","710","650","27290","23780"
"In post","2022","Southern Scotland","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Other","Department for Work and Pensions","60","50","27750","27570"
"In post","2022","Southern Scotland","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Other","Ministry of Defence","220","210","25070","23900"
"In post","2022","Southern Scotland","Other","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Policy","Foreign, Commonwealth and Development Office","120","110","48660","49920"
"In post","2022","Southern Scotland","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Project Delivery","Foreign, Commonwealth and Development Office","110","100","37820","33930"
"In post","2022","Southern Scotland","Project Delivery","HM Revenue and Customs","60","60","46340","40520"
"In post","2022","Southern Scotland","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Science and Engineering","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Southern Scotland","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Security","Ministry of Defence","50","50","25370","20060"
"In post","2022","Southern Scotland","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Tax","HM Revenue and Customs","380","340","32190","33080"
"In post","2022","Southern Scotland","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Southern Scotland","Unknown","HM Revenue and Customs","70","70","25200","21250"
"In post","2022","Southern Scotland","Unknown","Scottish Government","950","890","31780","28980"
"In post","2022","Southern Scotland","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Counter Fraud","Department for Work and Pensions","160","150","28960","27570"
"In post","2022","Surrey, East and West Sussex","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Surrey, East and West Sussex","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
