"Status","Year","Region_ITL2","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Overseas","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Finance","Ministry of Defence","70","70","36830","33300"
"In post","2022","Overseas","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Intelligence Analysis","Foreign, Commonwealth and Development Office","60","60","44910","39900"
"In post","2022","Overseas","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","International Trade","Department for International Trade","160","160","55790","53750"
"In post","2022","Overseas","Knowledge and Information Management","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Medicine","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","Home Office","130","120","28010","27370"
"In post","2022","Overseas","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Delivery","National Crime Agency","130","130","63040","61850"
"In post","2022","Overseas","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Operational Research","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Other","Foreign, Commonwealth and Development Office","110","110","65650","66680"
"In post","2022","Overseas","Other","Home Office","170","160","[c]","[c]"
"In post","2022","Overseas","Other","Ministry of Defence","280","280","42560","41600"
"In post","2022","Overseas","Policy","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Foreign, Commonwealth and Development Office","1640","1630","52480","53470"
"In post","2022","Overseas","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Policy","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Overseas","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Foreign, Commonwealth and Development Office","70","70","53730","55060"
"In post","2022","Overseas","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Project Delivery","Ministry of Defence","60","50","45850","42170"
"In post","2022","Overseas","Property","Foreign, Commonwealth and Development Office","120","120","40210","40090"
"In post","2022","Overseas","Property","Ministry of Defence","60","60","37550","34610"
"In post","2022","Overseas","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Science and Engineering","Ministry of Defence","100","100","41410","41180"
"In post","2022","Overseas","Security","Foreign, Commonwealth and Development Office","70","70","35260","34260"
"In post","2022","Overseas","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Tax","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Ministry of Defence","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Commercial","Ministry of Justice","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Department for Work and Pensions","100","80","27670","27570"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","HM Revenue and Customs","230","220","47480","42160"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Ministry of Defence","140","140","34310","33300"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","HM Revenue and Customs","60","50","46750","41340"
"In post","2022","Shropshire and Staffordshire","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Finance","Ministry of Defence","210","200","36160","33300"
"In post","2022","Shropshire and Staffordshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Ministry of Defence","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Human Resources","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Knowledge and Information Management","Ministry of Justice","70","70","23010","20970"
"In post","2022","Shropshire and Staffordshire","Legal","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Medicine","Ministry of Defence","100","90","49810","40060"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department for Environment, Food and Rural Affairs","100","100","26110","24920"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department for Transport","180","170","27980","26780"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department for Work and Pensions","1210","1060","26480","27570"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Land Registry","310","290","27790","27130"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","HM Revenue and Customs","190","170","32070","28920"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Ministry of Justice","3280","3060","27790","25210"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Department for Work and Pensions","110","100","27840","27570"
"In post","2022","Shropshire and Staffordshire","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Other","Ministry of Defence","720","690","27230","26670"
"In post","2022","Shropshire and Staffordshire","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","HM Revenue and Customs","120","120","45440","40540"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Ministry of Defence","130","130","41410","40000"
"In post","2022","Shropshire and Staffordshire","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Property","HM Revenue and Customs","60","60","35150","32890"
"In post","2022","Shropshire and Staffordshire","Property","Ministry of Defence","170","170","36760","33300"
"In post","2022","Shropshire and Staffordshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Psychology","Ministry of Justice","110","100","31040","29060"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Science and Engineering","Ministry of Defence","60","60","31200","25190"
"In post","2022","Shropshire and Staffordshire","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","HM Revenue and Customs","50","50","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","Ministry of Defence","110","110","25200","20310"
"In post","2022","Shropshire and Staffordshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Social Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Tax","HM Revenue and Customs","60","60","38270","33600"
"In post","2022","Shropshire and Staffordshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Unknown","HM Revenue and Customs","70","70","44170","40520"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Shropshire and Staffordshire","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Department for Education","120","110","37190","36500"
"In post","2022","South Yorkshire","Commercial","Department for Work and Pensions","120","110","33820","31990"
"In post","2022","South Yorkshire","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Department for Education","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Counter Fraud","Department for Work and Pensions","130","120","28140","27570"
"In post","2022","South Yorkshire","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Department for Education","210","200","38280","36500"
"In post","2022","South Yorkshire","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Department for Work and Pensions","210","200","43040","38530"
"In post","2022","South Yorkshire","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Digital, Data and Technology","Home Office","130","120","50010","52070"
"In post","2022","South Yorkshire","Digital, Data and Technology","Ministry of Justice","100","100","51490","50430"
"In post","2022","South Yorkshire","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Economics","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Department for Education","140","140","39030","36500"
"In post","2022","South Yorkshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Department for Work and Pensions","170","160","39720","35310"
"In post","2022","South Yorkshire","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Home Office","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Department for Education","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Department for Work and Pensions","110","100","37970","33170"
"In post","2022","South Yorkshire","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Home Office","40","30","[c]","[c]"
"In post","2022","South Yorkshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Intelligence Analysis","Home Office","80","70","28420","25310"
"In post","2022","South Yorkshire","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Legal","Attorney General's Departments","50","50","50300","51470"
"In post","2022","South Yorkshire","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Legal","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Legal","Ministry of Justice","30","30","[c]","[c]"
"In post","2022","South Yorkshire","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","Attorney General's Departments","80","70","25610","23720"
"In post","2022","South Yorkshire","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","Department for Education","240","220","38860","36500"
"In post","2022","South Yorkshire","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","Department for Transport","90","80","27760","26780"
"In post","2022","South Yorkshire","Operational Delivery","Department for Work and Pensions","1840","1590","26930","27570"
"In post","2022","South Yorkshire","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Delivery","Home Office","2050","1870","25850","24880"
"In post","2022","South Yorkshire","Operational Delivery","Ministry of Justice","1810","1660","27980","26100"
"In post","2022","South Yorkshire","Operational Delivery","National Crime Agency","100","90","35940","34250"
"In post","2022","South Yorkshire","Operational Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Other","Department for Work and Pensions","370","320","25850","21260"
"In post","2022","South Yorkshire","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Other","Home Office","110","100","30750","26160"
"In post","2022","South Yorkshire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Department for Education","630","600","42290","37100"
"In post","2022","South Yorkshire","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Department for Work and Pensions","190","180","44200","38550"
"In post","2022","South Yorkshire","Policy","Home Office","80","70","41160","37460"
"In post","2022","South Yorkshire","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Project Delivery","Department for Work and Pensions","110","100","39820","35310"
"In post","2022","South Yorkshire","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Project Delivery","Home Office","100","100","39410","37450"
"In post","2022","South Yorkshire","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Property","Department for Education","90","90","42440","37240"
"In post","2022","South Yorkshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Property","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","South Yorkshire","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","South Yorkshire","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
