"Status","Year","Responsibility_level","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","AA/AO","40-49","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2022","AA/AO","40-49","White","340","310","21460","21260"
"Leaver Dept.","2022","AA/AO","50-59","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","Black","30","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","50-59","White","290","270","21210","21260"
"Leaver Dept.","2022","AA/AO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","60-64","White","60","60","21340","21260"
"Leaver Dept.","2022","AA/AO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","20-29","Asian","340","320","27830","27570"
"Leaver Dept.","2022","EO","20-29","Black","130","130","27580","27500"
"Leaver Dept.","2022","EO","20-29","Mixed","90","80","27510","27570"
"Leaver Dept.","2022","EO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","20-29","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","EO","20-29","Unknown","330","240","27460","27570"
"Leaver Dept.","2022","EO","20-29","White","1120","1090","26540","27450"
"Leaver Dept.","2022","EO","30-39","Asian","240","220","27220","27570"
"Leaver Dept.","2022","EO","30-39","Black","120","110","28090","27570"
"Leaver Dept.","2022","EO","30-39","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","30-39","Unknown","190","170","27370","27570"
"Leaver Dept.","2022","EO","30-39","White","760","730","26630","27570"
"Leaver Dept.","2022","EO","40-49","Asian","140","130","27530","27570"
"Leaver Dept.","2022","EO","40-49","Black","80","80","27910","27570"
"Leaver Dept.","2022","EO","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","40-49","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","40-49","Unknown","110","80","27500","27570"
"Leaver Dept.","2022","EO","40-49","White","560","530","26930","27570"
"Leaver Dept.","2022","EO","50-59","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","EO","50-59","White","450","430","26970","27570"
"Leaver Dept.","2022","EO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","60-64","White","80","70","26760","27570"
"Leaver Dept.","2022","EO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","20-29","Unknown","140","80","55270","54700"
"Leaver Dept.","2022","G6/G7","20-29","White","250","230","54330","53600"
"Leaver Dept.","2022","G6/G7","30-39","Asian","120","110","57770","54220"
"Leaver Dept.","2022","G6/G7","30-39","Black","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","30-39","Mixed","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","30-39","Undeclared","70","60","55400","53600"
"Leaver Dept.","2022","G6/G7","30-39","Unknown","330","200","58320","56000"
"Leaver Dept.","2022","G6/G7","30-39","White","940","870","56740","54700"
"Leaver Dept.","2022","G6/G7","40-49","Asian","120","110","59250","56460"
"Leaver Dept.","2022","G6/G7","40-49","Black","60","50","55250","52800"
"Leaver Dept.","2022","G6/G7","40-49","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","40-49","Undeclared","100","90","58490","57110"
"Leaver Dept.","2022","G6/G7","40-49","Unknown","230","130","58760","55930"
"Leaver Dept.","2022","G6/G7","40-49","White","970","880","58410","56170"
"Leaver Dept.","2022","G6/G7","50-59","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","50-59","Black","40","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","50-59","Undeclared","80","80","59580","55710"
"Leaver Dept.","2022","G6/G7","50-59","Unknown","130","60","[c]","[c]"
"Leaver Dept.","2022","G6/G7","50-59","White","700","650","59150","56860"
"Leaver Dept.","2022","G6/G7","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","60-64","White","110","100","62280","60720"
"Leaver Dept.","2022","G6/G7","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","65+","White","50","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","20-29","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","30-39","White","90","80","81630","76860"
"Leaver Dept.","2022","SCS","40-49","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","SCS","40-49","White","200","180","90590","89960"
"Leaver Dept.","2022","SCS","50-59","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","50-59","White","180","160","105930","107720"
"Leaver Dept.","2022","SCS","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","60-64","White","50","40","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","65+","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","20-29","Asian","250","230","34690","34020"
"Leaver Dept.","2022","SEO/HEO","20-29","Black","90","90","34930","34020"
"Leaver Dept.","2022","SEO/HEO","20-29","Mixed","110","100","35140","34550"
"Leaver Dept.","2022","SEO/HEO","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","20-29","Undeclared","100","90","33900","33300"
"Leaver Dept.","2022","SEO/HEO","20-29","Unknown","960","780","32970","32000"
"Leaver Dept.","2022","SEO/HEO","20-29","White","1560","1490","34630","34020"
"Leaver Dept.","2022","SEO/HEO","30-39","Asian","290","280","36320","36330"
"Leaver Dept.","2022","SEO/HEO","30-39","Black","160","150","36290","36330"
"Leaver Dept.","2022","SEO/HEO","30-39","Mixed","100","90","36730","36800"
"Leaver Dept.","2022","SEO/HEO","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","30-39","Undeclared","140","130","37020","36980"
"Leaver Dept.","2022","SEO/HEO","30-39","Unknown","500","390","35500","33930"
"Leaver Dept.","2022","SEO/HEO","30-39","White","1570","1480","36190","36330"
"Leaver Dept.","2022","SEO/HEO","40-49","Asian","180","170","37420","37430"
"Leaver Dept.","2022","SEO/HEO","40-49","Black","150","140","36810","36640"
"Leaver Dept.","2022","SEO/HEO","40-49","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","40-49","Undeclared","120","110","36930","36840"
"Leaver Dept.","2022","SEO/HEO","40-49","Unknown","210","130","37850","38000"
"Leaver Dept.","2022","SEO/HEO","40-49","White","1050","970","36670","36710"
"Leaver Dept.","2022","SEO/HEO","50-59","Asian","80","70","37790","37730"
"Leaver Dept.","2022","SEO/HEO","50-59","Black","70","70","37910","39250"
"Leaver Dept.","2022","SEO/HEO","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","50-59","Undeclared","90","80","36920","35840"
"Leaver Dept.","2022","SEO/HEO","50-59","Unknown","150","80","36560","36520"
"Leaver Dept.","2022","SEO/HEO","50-59","White","780","720","36610","36330"
"Leaver Dept.","2022","SEO/HEO","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","60-64","White","120","100","37150","36350"
"Leaver Dept.","2022","SEO/HEO","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","65+","White","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","16-19","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","Unknown","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","20-29","White","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","30-39","White","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","40-49","White","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","50-59","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","60-64","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","65+","White","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Asian","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","16-19","Unknown","280","270","20690","20140"
"New entrant CS","2021","AA/AO","16-19","White","350","340","20870","21010"
"New entrant CS","2021","AA/AO","20-29","Asian","600","580","21910","21010"
"New entrant CS","2021","AA/AO","20-29","Black","280","280","23170","22680"
"New entrant CS","2021","AA/AO","20-29","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Mixed","250","240","22360","21010"
"New entrant CS","2021","AA/AO","20-29","Other ethnicity","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","20-29","Undeclared","150","140","20440","20060"
"New entrant CS","2021","AA/AO","20-29","Unknown","3550","3490","21430","20600"
"New entrant CS","2021","AA/AO","20-29","White","4850","4780","21510","21010"
"New entrant CS","2021","AA/AO","30-39","Asian","260","250","21750","21010"
"New entrant CS","2021","AA/AO","30-39","Black","140","140","23130","22850"
"New entrant CS","2021","AA/AO","30-39","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Mixed","100","100","22450","21010"
"New entrant CS","2021","AA/AO","30-39","Other ethnicity","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","30-39","Undeclared","50","50","21890","21010"
"New entrant CS","2021","AA/AO","30-39","Unknown","1440","1370","21730","20810"
"New entrant CS","2021","AA/AO","30-39","White","2150","2090","21780","21010"
"New entrant CS","2021","AA/AO","40-49","Asian","160","150","21710","21010"
"New entrant CS","2021","AA/AO","40-49","Black","100","90","23140","23530"
"New entrant CS","2021","AA/AO","40-49","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Mixed","60","60","22060","21010"
"New entrant CS","2021","AA/AO","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","40-49","Unknown","890","850","21690","20810"
"New entrant CS","2021","AA/AO","40-49","White","1480","1440","21620","21010"
"New entrant CS","2021","AA/AO","50-59","Asian","70","70","21530","21010"
"New entrant CS","2021","AA/AO","50-59","Black","100","100","23250","24180"
"New entrant CS","2021","AA/AO","50-59","Chinese","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Mixed","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","50-59","Undeclared","50","50","21670","21010"
