"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Valuation Office Agency","Digital, Data & Technology","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Finance","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Finance","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Human Resources","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Project Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Calderdale and Kirklees","60","50","22730","22040"
"Leaver CS","2022","Valuation Office Agency","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Durham","40","40","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","Property","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Digital, Data & Technology","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Internal Audit","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","No function","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Finance","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Analysis","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Communications","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Digital, Data & Technology","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Finance","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Human Resources","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Legal","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Cardiff and Vale of Glamorgan","130","110","45660","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Human Resources","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Unknown","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Digital, Data & Technology","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Finance","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Project Delivery","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Analysis","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Finance","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Finance","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","No function","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","No function","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Project Delivery","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","Project Delivery","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Communications","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Attorney General's Office","Legal","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Analysis","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Communications","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Communications","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Counter Fraud","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Tower Hamlets","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Finance","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Tyneside","40","40","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Human Resources","Westminster","90","90","43630","34620"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Legal","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","Unknown","570","570","33550","32000"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","No function","Westminster","400","390","47110","41820"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Property","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Property","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Property","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Security","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Analysis","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","Finance","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Finance","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Legal","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Project Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Communications","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Digital, Data & Technology","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Human Resources","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","No function","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","No function","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Analysis","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Communications","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Legal","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Project Delivery","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","No function","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Commercial","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Commercial","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Commercial","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Communications","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","No function","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","No function","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","Legal","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","No function","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Analysis","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Communications","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Digital, Data & Technology","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Human Resources","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Legal","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Legal","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","Legal","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Commercial","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Communications","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Communications","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Communications","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Finance","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","180","170","33430","31160"
"Leaver Dept.","2021","Defence Equipment and Support","Project Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","Project Delivery","Central Bedfordshire","[c]","[c]","[c]","[c]"
