"Status","Year","Organisation","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","HM Courts and Tribunals Service","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Derby","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Leeds","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Luton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Manchester","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Medway","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Westminster","100","100","51060","55490"
"In post","2021","HM Courts and Tribunals Service","Legal","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","Legal","York","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Barking & Dagenham and Havering","70","60","23470","22450"
"In post","2021","HM Courts and Tribunals Service","No function","Barnet","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Barnsley, Doncaster and Rotherham","70","60","21130","19970"
"In post","2021","HM Courts and Tribunals Service","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","70","70","22950","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Bedford","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Berkshire","100","90","22650","22080"
"In post","2021","HM Courts and Tribunals Service","No function","Bexley and Greenwich","70","60","23130","23500"
"In post","2021","HM Courts and Tribunals Service","No function","Birmingham","800","730","22080","20650"
"In post","2021","HM Courts and Tribunals Service","No function","Blackburn with Darwen","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Blackpool","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Bournemouth and Poole","100","90","20650","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Bradford","190","170","20630","19830"
"In post","2021","HM Courts and Tribunals Service","No function","Brent","130","110","24330","23500"
"In post","2021","HM Courts and Tribunals Service","No function","Bridgend and Neath Port Talbot","100","90","20720","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Brighton and Hove","110","100","21790","19930"
"In post","2021","HM Courts and Tribunals Service","No function","Bristol, City of","190","170","21210","19930"
"In post","2021","HM Courts and Tribunals Service","No function","Bromley","130","110","22910","22080"
"In post","2021","HM Courts and Tribunals Service","No function","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Calderdale and Kirklees","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Cambridgeshire CC","60","60","21440","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Camden and City of London","820","790","24990","23500"
"In post","2021","HM Courts and Tribunals Service","No function","Cardiff and Vale of Glamorgan","300","270","21550","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Central Hampshire","40","30","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Central Valleys","50","40","20180","19970"
"In post","2021","HM Courts and Tribunals Service","No function","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Cheshire West and Chester","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Cornwall and Isles of Scilly","60","50","21510","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Coventry","50","40","20270","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Croydon","160","150","22510","21310"
"In post","2021","HM Courts and Tribunals Service","No function","Darlington","40","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Derby","120","110","21100","19570"
"In post","2021","HM Courts and Tribunals Service","No function","Devon CC","90","70","21480","20100"
"In post","2021","HM Courts and Tribunals Service","No function","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","Durham CC","50","40","21980","19830"
"In post","2021","HM Courts and Tribunals Service","No function","East Cumbria","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","East Kent","90","80","20460","19880"
"In post","2021","HM Courts and Tribunals Service","No function","East Lancashire","50","40","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","East Merseyside","80","70","20520","19830"
"In post","2021","HM Courts and Tribunals Service","No function","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","HM Courts and Tribunals Service","No function","East Sussex CC","70","60","22070","20100"
