"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Black","Overseas","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Department for Work and Pensions","70","70","29150","27570"
"In post","2022","Black","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","HM Revenue and Customs","90","90","26780","21250"
"In post","2022","Black","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Scottish Government","100","90","36100","31540"
"In post","2022","Black","Scotland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Department for Work and Pensions","240","230","28470","29290"
"In post","2022","Black","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"In post","2022","Black","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Home Office","50","40","[c]","[c]"
"In post","2022","Black","South East (England)","Ministry of Defence","110","110","33110","29730"
"In post","2022","Black","South East (England)","Ministry of Justice","340","330","30560","29430"
"In post","2022","Black","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","UK Statistics Authority","50","40","27280","24250"
"In post","2022","Black","South East (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Department for Work and Pensions","70","60","25920","27570"
"In post","2022","Black","South West (England)","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","Black","South West (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","Black","South West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Ministry of Defence","300","300","34270","33460"
"In post","2022","Black","South West (England)","Ministry of Justice","60","50","29450","27120"
"In post","2022","Black","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2022","Black","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","Black","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","HM Revenue and Customs","60","50","28670","26820"
"In post","2022","Black","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
