"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Department of Health and Social Care","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Department of Health and Social Care","70","60","37240","28870"
"Leaver Dept.","2022","Asian","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Wales","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department for Work and Pensions","80","70","28040","27570"
"Leaver Dept.","2022","Asian","West Midlands (England)","Department of Health and Social Care","70","60","35070","24020"
"Leaver Dept.","2022","Asian","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Ministry of Justice","70","70","23670","20970"
"Leaver Dept.","2022","Asian","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department for Work and Pensions","60","60","28160","27570"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Yorkshire and The Humber","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Cabinet Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Black","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Department for Work and Pensions","90","90","32550","31060"
"Leaver Dept.","2022","Black","London","Department of Health and Social Care","330","300","38540","32330"
"Leaver Dept.","2022","Black","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Home Office","60","60","37780","35070"
"Leaver Dept.","2022","Black","London","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Ministry of Justice","70","70","[c]","[c]"
"Leaver Dept.","2022","Black","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Overseas","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
