"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Devon","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Revenue and Customs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Revenue and Customs (excl. agencies)","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Devon","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Home Office (incl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Home Office (incl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Home Office (incl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Met Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Devon","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Rural Payments Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Submarine Delivery Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Cabinet Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Home Office (incl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Home Office (incl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Home Office (incl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","UK Hydrographic Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Crown Commercial Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","20-29","80","80","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","30-39","70","60","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","40-49","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","50-59","60","50","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Prison and Probation Service","65+","50","30","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","50-59","80","70","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","60-64","40","30","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Treasury (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Home Office (incl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Home Office (incl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Home Office (incl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Home Office (incl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","60-64","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Public Health England","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Rural Payments Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Companies House","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","ESTYN","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","ESTYN","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","ESTYN","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","ESTYN","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
