"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Wales","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","20-29","70","60","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","30-39","50","50","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","20-29","50","40","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","30-39","40","40","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","40-49","50","40","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","50-59","180","160","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","60-64","80","60","[c]","[c]"
"Leaver CS","2021","East Wales","HM Revenue and Customs (excl. agencies)","65+","50","30","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Legal Aid Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","UK Intellectual Property Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","20-29","60","60","22560","19130"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Wales Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Welsh Revenue Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Crown Prosecution Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","20-29","40","40","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","50-59","30","30","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","40-49","30","20","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","50-59","110","100","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Home Office (incl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Ministry of Justice (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Cabinet Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Companies House","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Companies House","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Crown Office and Procurator Fiscal Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Education Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Forestry and Land Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","30-39","70","50","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","50-59","80","70","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","HM Revenue and Customs (excl. agencies)","60-64","60","50","[c]","[c]"
