"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Department of Health and Social Care","80","70","35870","30420"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Attorney General's Departments","220","190","58420","55610"
"Leaver CS","2022","Legal","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Attorney General's Departments","90","90","52240","53050"
"Leaver CS","2022","Legal","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared non-disabled","Department of Health and Social Care","90","70","91830","95140"
"Leaver CS","2022","Medicine","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared non-disabled","Ministry of Defence","160","140","41600","37280"
"Leaver CS","2022","Medicine","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Department of Health and Social Care","60","50","84220","87080"
"Leaver CS","2022","Medicine","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Ministry of Defence","80","70","40530","34530"
"Leaver CS","2022","Operational Delivery","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Transport","70","50","24960","26130"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department for Work and Pensions","1050","870","26140","27570"
"Leaver CS","2022","Operational Delivery","Declared disabled","Department of Health and Social Care","70","60","33890","30030"
"Leaver CS","2022","Operational Delivery","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","HM Land Registry","30","20","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Home Office","140","110","27980","25400"
"Leaver CS","2022","Operational Delivery","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Ministry of Justice","880","800","25790","21180"
"Leaver CS","2022","Operational Delivery","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Scottish Government","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Attorney General's Departments","100","90","25930","23770"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Business, Energy and Industrial Strategy","110","90","33540","29570"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Education","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Environment, Food and Rural Affairs","290","270","26240","24920"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Transport","460","390","26130","26130"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department for Work and Pensions","4670","4090","26490","27570"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Department of Health and Social Care","810","740","37550","32760"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","HM Land Registry","150","120","30590","27130"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","HM Revenue and Customs","130","100","25070","22040"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Home Office","1030","820","27870","25310"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Ministry of Defence","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Ministry of Justice","5100","4690","28140","21490"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","National Crime Agency","70","70","42920","40420"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Scottish Government","100","90","26140","23230"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","UK Statistics Authority","120","90","24550","20350"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Declared non-disabled","Welsh Government","70","60","35750","28850"
"Leaver CS","2022","Operational Delivery","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Department for Transport","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Department for Work and Pensions","220","200","26450","27570"
"Leaver CS","2022","Operational Delivery","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Home Office","60","50","29460","28010"
"Leaver CS","2022","Operational Delivery","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Ministry of Justice","680","570","28940","22450"
"Leaver CS","2022","Operational Delivery","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Undeclared","UK Statistics Authority","50","50","26690","23050"
"Leaver CS","2022","Operational Delivery","Unknown","Attorney General's Departments","60","60","22520","22200"
"Leaver CS","2022","Operational Delivery","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Business, Energy and Industrial Strategy","110","100","26180","24250"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Transport","240","220","24330","26130"
"Leaver CS","2022","Operational Delivery","Unknown","Department for Work and Pensions","380","360","25750","27570"
"Leaver CS","2022","Operational Delivery","Unknown","Department of Health and Social Care","440","360","46700","40650"
"Leaver CS","2022","Operational Delivery","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","HM Land Registry","70","70","24050","22600"
"Leaver CS","2022","Operational Delivery","Unknown","HM Revenue and Customs","60","50","22090","22010"
"Leaver CS","2022","Operational Delivery","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Home Office","170","160","25470","24880"
"Leaver CS","2022","Operational Delivery","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Ministry of Justice","2260","2150","24490","20970"
"Leaver CS","2022","Operational Delivery","Unknown","National Crime Agency","170","170","40730","38440"
"Leaver CS","2022","Operational Delivery","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Scottish Government","330","280","29770","27020"
"Leaver CS","2022","Operational Delivery","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","UK Statistics Authority","120","80","21830","19610"
"Leaver CS","2022","Operational Delivery","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Department for Work and Pensions","80","70","25060","24250"
"Leaver CS","2022","Other","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Ministry of Defence","180","160","25440","21580"
"Leaver CS","2022","Other","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Attorney General's Departments","40","30","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
