"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","65+","40","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","20-29","110","110","36890","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","30-39","110","100","48420","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20-29","70","70","33910","34020"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","20-29","130","130","31550","28500"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","30-39","90","90","41800","36960"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20-29","190","190","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","30-39","70","70","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40-49","50","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50-59","60","60","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","20-29","110","110","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","20-29","60","60","31040","27850"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","20-29","70","70","34620","34710"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","30-39","60","60","48640","43690"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport (excl. agencies)","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","16-19","50","50","22140","21260"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","20-29","1950","1910","25190","24250"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30-39","1340","1270","27670","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40-49","1170","1070","27690","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50-59","1730","1550","27880","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","60-64","1240","970","28580","27570"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","65+","1180","820","25740","26120"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20-29","230","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","30-39","170","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","40-49","100","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50-59","100","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","20-29","100","100","21760","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","30-39","100","80","25660","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","40-49","60","60","26450","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","60-64","60","40","24600","21840"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","65+","40","30","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","40-49","70","70","29340","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","50-59","120","120","28850","26700"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","60-64","80","70","28720","26780"
"Leaver CS","2022","Driver and Vehicle Standards Agency","Department for Transport","65+","100","70","28080","26830"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education and Skills Funding Agency","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Education Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","20-29","110","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","30-39","70","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","40-49","40","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","50-59","50","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60-64","50","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Forestry and Land Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Actuary's Department","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","30-39","60","60","49930","51250"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Legal Department","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Property Agency","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","60-64","60","50","44730","45870"
"Leaver CS","2022","Health and Safety Executive","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","20-29","660","640","22000","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","30-39","300","270","23630","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","40-49","230","210","26020","21410"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","50-59","370","320","26430","21300"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","60-64","240","190","25800","20970"
"Leaver CS","2022","HM Courts and Tribunals Service","Ministry of Justice","65+","250","180","22510","20970"
"Leaver CS","2022","HM Land Registry","HM Land Registry","20-29","90","90","27150","25850"
"Leaver CS","2022","HM Land Registry","HM Land Registry","30-39","50","50","30870","27130"
"Leaver CS","2022","HM Land Registry","HM Land Registry","40-49","60","60","37790","33840"
"Leaver CS","2022","HM Land Registry","HM Land Registry","50-59","90","80","34840","33840"
"Leaver CS","2022","HM Land Registry","HM Land Registry","60-64","60","40","34510","33840"
"Leaver CS","2022","HM Land Registry","HM Land Registry","65+","50","30","34500","27170"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","20-29","2180","2140","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","30-39","1710","1620","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","40-49","940","880","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","50-59","1130","1040","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","60-64","650","530","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","Ministry of Justice","65+","560","400","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","20-29","930","890","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","30-39","620","570","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40-49","480","420","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","50-59","980","840","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","60-64","1020","780","35580","33370"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","65+","660","460","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","20-29","100","100","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","30-39","50","50","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Home Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Home Office","20-29","420","400","28120","25040"
"Leaver CS","2022","Home Office","Home Office","30-39","350","330","32190","25360"
"Leaver CS","2022","Home Office","Home Office","40-49","260","230","34680","26960"
"Leaver CS","2022","Home Office","Home Office","50-59","440","370","34320","28650"
"Leaver CS","2022","Home Office","Home Office","60-64","360","280","33780","29080"
"Leaver CS","2022","Home Office","Home Office","65+","260","180","28060","25630"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","40-49","40","40","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","20-29","60","60","31570","27510"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30-39","60","60","41350","36970"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40-49","50","40","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","50-59","50","50","56220","46460"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","20-29","410","400","26880","25680"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","30-39","440","410","31280","29250"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","40-49","410","390","32920","30370"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","50-59","740","710","33110","29250"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","60-64","770","720","33300","29670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","65+","610","550","29470","26510"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","20-29","120","110","29440","26720"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","30-39","100","100","43550","41750"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","40-49","80","70","48420","45310"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","50-59","60","60","48950","51150"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","20-29","40","40","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","30-39","60","60","40320","39190"
"Leaver CS","2022","National Crime Agency","National Crime Agency","40-49","50","50","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","50-59","90","80","47060","43710"
"Leaver CS","2022","National Crime Agency","National Crime Agency","60-64","60","60","43730","43220"
"Leaver CS","2022","National Crime Agency","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
