"Status","Year","Organisation","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","Suffolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Swansea","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Commercial","100","100","53630","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Digital, Data & Technology","650","640","52720","54700"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","No function","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Property","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Human Resources","340","320","26930","23850"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","No function","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tyneside","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","No function","470","470","34850","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Security","60","60","33480","33300"
"In post","2021","Cabinet Office (excl. agencies)","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Commercial","640","630","78260","69150"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Communications","320","320","47710","42990"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Counter Fraud","80","70","49870","54700"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Digital, Data & Technology","150","150","48160","42230"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Finance","90","90","46340","41820"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Human Resources","500","490","47000","41690"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Legal","60","50","79760","79760"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","No function","3210","3170","42880","34550"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Project Delivery","180","180","70510","64500"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Property","40","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Security","170","170","44880","38580"
"In post","2021","Cabinet Office (excl. agencies)","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","Commercial","50","50","69720","63870"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Wiltshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","York","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","York","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","York","No function","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","York","Property","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","York","Security","430","410","28880","26670"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Analysis","120","110","33040","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","No function","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Analysis","350","330","34300","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","No function","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Suffolk","Project Delivery","50","50","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Sefton","Unknown","180","170","30790","29160"
"In post","2021","Charity Commission","Somerset","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Security","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Westminster","Unknown","30","30","[c]","[c]"
"In post","2021","Companies House","Belfast","No function","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Digital, Data & Technology","260","250","38840","38000"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Finance","60","50","30930","27460"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Human Resources","90","80","33040","27460"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","No function","550","490","25630","22490"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","City of Edinburgh","No function","40","40","[c]","[c]"
"In post","2021","Companies House","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Project Delivery","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Analysis","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Communications","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Digital, Data & Technology","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Human Resources","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Legal","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Project Delivery","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Glasgow City","No function","290","270","25500","22570"
"In post","2021","Crown Commercial Service","Birmingham","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
