"Status","Year","Sex","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","East Midlands (England)","890","860","26030","26370"
"New entrant CS","2021","Female","Heterosexual / straight","East of England","1220","1170","26950","27570"
"New entrant CS","2021","Female","Heterosexual / straight","London","5090","4940","34380","31060"
"New entrant CS","2021","Female","Heterosexual / straight","North East (England)","1040","1000","24540","21010"
"New entrant CS","2021","Female","Heterosexual / straight","North West (England)","1990","1930","26380","24880"
"New entrant CS","2021","Female","Heterosexual / straight","Northern Ireland","70","60","25500","20310"
"New entrant CS","2021","Female","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Scotland","1270","1230","26940","26160"
"New entrant CS","2021","Female","Heterosexual / straight","South East (England)","2110","2020","27470","27570"
"New entrant CS","2021","Female","Heterosexual / straight","South West (England)","1790","1680","27640","26490"
"New entrant CS","2021","Female","Heterosexual / straight","Unknown","170","160","29410","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Wales","920","880","25880","22920"
"New entrant CS","2021","Female","Heterosexual / straight","West Midlands (England)","1290","1220","27180","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Yorkshire and The Humber","1430","1370","27380","27570"
"New entrant CS","2021","Female","LGBO","East Midlands (England)","60","60","25870","27570"
"New entrant CS","2021","Female","LGBO","East of England","90","90","25480","24890"
"New entrant CS","2021","Female","LGBO","London","470","460","33110","31060"
"New entrant CS","2021","Female","LGBO","North East (England)","90","90","24550","21220"
"New entrant CS","2021","Female","LGBO","North West (England)","180","180","25490","24940"
"New entrant CS","2021","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Scotland","130","120","27910","27570"
"New entrant CS","2021","Female","LGBO","South East (England)","200","200","26320","27570"
"New entrant CS","2021","Female","LGBO","South West (England)","160","160","25940","25930"
"New entrant CS","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Wales","100","100","24910","23050"
"New entrant CS","2021","Female","LGBO","West Midlands (England)","110","110","25730","22920"
"New entrant CS","2021","Female","LGBO","Yorkshire and The Humber","160","160","26240","27540"
"New entrant CS","2021","Female","Undeclared","East Midlands (England)","60","60","29360","27570"
"New entrant CS","2021","Female","Undeclared","East of England","70","70","26810","26350"
"New entrant CS","2021","Female","Undeclared","London","510","490","34690","31060"
"New entrant CS","2021","Female","Undeclared","North East (England)","60","60","27780","21430"
"New entrant CS","2021","Female","Undeclared","North West (England)","110","100","28110","25230"
"New entrant CS","2021","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Scotland","130","130","25400","20850"
"New entrant CS","2021","Female","Undeclared","South East (England)","140","140","27610","27570"
"New entrant CS","2021","Female","Undeclared","South West (England)","140","130","27840","27570"
"New entrant CS","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Wales","50","50","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","West Midlands (England)","70","70","28370","27570"
"New entrant CS","2021","Female","Undeclared","Yorkshire and The Humber","100","90","28620","27570"
"New entrant CS","2021","Female","Unknown","East Midlands (England)","380","370","24670","22850"
"New entrant CS","2021","Female","Unknown","East of England","360","350","25010","22920"
"New entrant CS","2021","Female","Unknown","London","2620","2570","34910","31060"
"New entrant CS","2021","Female","Unknown","North East (England)","560","530","23720","21010"
"New entrant CS","2021","Female","Unknown","North West (England)","920","890","24750","21430"
"New entrant CS","2021","Female","Unknown","Northern Ireland","80","70","23680","20140"
"New entrant CS","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Scotland","950","910","28370","24250"
"New entrant CS","2021","Female","Unknown","South East (England)","660","620","26690","24500"
"New entrant CS","2021","Female","Unknown","South West (England)","510","480","28580","25480"
"New entrant CS","2021","Female","Unknown","Unknown","330","320","34090","28000"
"New entrant CS","2021","Female","Unknown","Wales","520","490","24130","21590"
"New entrant CS","2021","Female","Unknown","West Midlands (England)","520","500","26310","22570"
"New entrant CS","2021","Female","Unknown","Yorkshire and The Humber","760","730","27490","23440"
"New entrant CS","2021","Male","Heterosexual / straight","East Midlands (England)","690","680","27340","25560"
"New entrant CS","2021","Male","Heterosexual / straight","East of England","870","860","28020","27570"
"New entrant CS","2021","Male","Heterosexual / straight","London","3480","3430","36370","31060"
"New entrant CS","2021","Male","Heterosexual / straight","North East (England)","890","890","25150","21010"
"New entrant CS","2021","Male","Heterosexual / straight","North West (England)","1610","1600","27920","25000"
"New entrant CS","2021","Male","Heterosexual / straight","Northern Ireland","70","70","26010","21430"
"New entrant CS","2021","Male","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Scotland","920","910","27590","24910"
"New entrant CS","2021","Male","Heterosexual / straight","South East (England)","1550","1530","29130","27570"
"New entrant CS","2021","Male","Heterosexual / straight","South West (England)","1520","1500","30520","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Unknown","140","140","31730","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Wales","710","700","26960","22920"
"New entrant CS","2021","Male","Heterosexual / straight","West Midlands (England)","910","900","28880","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Yorkshire and The Humber","1110","1110","28530","27570"
"New entrant CS","2021","Male","LGBO","East Midlands (England)","60","60","26930","27570"
"New entrant CS","2021","Male","LGBO","East of England","80","80","26320","27570"
"New entrant CS","2021","Male","LGBO","London","460","460","35980","31460"
"New entrant CS","2021","Male","LGBO","North East (England)","90","90","24180","21010"
"New entrant CS","2021","Male","LGBO","North West (England)","210","210","25410","25240"
"New entrant CS","2021","Male","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Scotland","140","130","25780","24880"
"New entrant CS","2021","Male","LGBO","South East (England)","170","170","27430","27570"
"New entrant CS","2021","Male","LGBO","South West (England)","140","130","27500","27570"
"New entrant CS","2021","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Wales","100","100","26300","22920"
"New entrant CS","2021","Male","LGBO","West Midlands (England)","90","90","26000","27280"
"New entrant CS","2021","Male","LGBO","Yorkshire and The Humber","130","130","26670","27570"
"New entrant CS","2021","Male","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","London","380","370","38570","32540"
"New entrant CS","2021","Male","Undeclared","North East (England)","50","50","26960","21010"
"New entrant CS","2021","Male","Undeclared","North West (England)","110","110","28050","24240"
"New entrant CS","2021","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Scotland","100","100","29010","23800"
"New entrant CS","2021","Male","Undeclared","South East (England)","110","110","29820","27570"
"New entrant CS","2021","Male","Undeclared","South West (England)","100","100","32550","27570"
"New entrant CS","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","West Midlands (England)","50","50","28310","27060"
"New entrant CS","2021","Male","Undeclared","Yorkshire and The Humber","60","60","29130","27570"
"New entrant CS","2021","Male","Unknown","East Midlands (England)","290","280","25500","24190"
"New entrant CS","2021","Male","Unknown","East of England","300","290","27180","25850"
"New entrant CS","2021","Male","Unknown","London","2080","2070","38430","32540"
"New entrant CS","2021","Male","Unknown","North East (England)","490","490","24050","21010"
"New entrant CS","2021","Male","Unknown","North West (England)","890","880","26960","23550"
"New entrant CS","2021","Male","Unknown","Northern Ireland","110","110","22770","20140"
"New entrant CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scotland","860","850","27730","21430"
"New entrant CS","2021","Male","Unknown","South East (England)","680","660","27670","25540"
"New entrant CS","2021","Male","Unknown","South West (England)","600","590","29280","26030"
"New entrant CS","2021","Male","Unknown","Unknown","210","210","39600","28000"
"New entrant CS","2021","Male","Unknown","Wales","500","480","25920","22850"
"New entrant CS","2021","Male","Unknown","West Midlands (England)","420","410","27650","22850"
"New entrant CS","2021","Male","Unknown","Yorkshire and The Humber","760","750","27540","22920"
"New entrant CS","2021","Unknown","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","East Midlands (England)","1320","1260","26560","23180"
"New entrant CS","2022","Female","Heterosexual / straight","East of England","1180","1110","27750","25500"
"New entrant CS","2022","Female","Heterosexual / straight","London","4450","4300","35780","32090"
"New entrant CS","2022","Female","Heterosexual / straight","North East (England)","1540","1480","26160","23170"
"New entrant CS","2022","Female","Heterosexual / straight","North West (England)","2900","2790","26940","24800"
"New entrant CS","2022","Female","Heterosexual / straight","Northern Ireland","150","140","29240","26590"
"New entrant CS","2022","Female","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Heterosexual / straight","Scotland","2340","2270","28720","27230"
"New entrant CS","2022","Female","Heterosexual / straight","South East (England)","1850","1740","27940","26130"
"New entrant CS","2022","Female","Heterosexual / straight","South West (England)","1760","1660","29140","26030"
"New entrant CS","2022","Female","Heterosexual / straight","Unknown","160","150","30250","28070"
"New entrant CS","2022","Female","Heterosexual / straight","Wales","1480","1420","27100","23170"
"New entrant CS","2022","Female","Heterosexual / straight","West Midlands (England)","1890","1800","27830","25850"
"New entrant CS","2022","Female","Heterosexual / straight","Yorkshire and The Humber","1860","1780","28720","26370"
"New entrant CS","2022","Female","LGBO","East Midlands (England)","120","120","25190","23170"
"New entrant CS","2022","Female","LGBO","East of England","110","100","25450","24800"
"New entrant CS","2022","Female","LGBO","London","470","460","34930","32330"
"New entrant CS","2022","Female","LGBO","North East (England)","170","160","25110","22010"
"New entrant CS","2022","Female","LGBO","North West (England)","300","290","26360","23170"
"New entrant CS","2022","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Scotland","290","290","28430","27230"
"New entrant CS","2022","Female","LGBO","South East (England)","200","190","27770","26140"
"New entrant CS","2022","Female","LGBO","South West (England)","210","200","26910","24050"
"New entrant CS","2022","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","LGBO","Wales","150","150","26030","23170"
"New entrant CS","2022","Female","LGBO","West Midlands (England)","160","160","27330","24430"
"New entrant CS","2022","Female","LGBO","Yorkshire and The Humber","200","190","27510","25590"
"New entrant CS","2022","Female","Undeclared","East Midlands (England)","80","80","26280","23740"
"New entrant CS","2022","Female","Undeclared","East of England","70","70","26320","24250"
"New entrant CS","2022","Female","Undeclared","London","650","540","36030","32790"
"New entrant CS","2022","Female","Undeclared","North East (England)","80","80","26630","23170"
"New entrant CS","2022","Female","Undeclared","North West (England)","150","150","27040","23830"
"New entrant CS","2022","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Scotland","130","130","29020","27230"
"New entrant CS","2022","Female","Undeclared","South East (England)","130","120","30580","27570"
"New entrant CS","2022","Female","Undeclared","South West (England)","150","140","30230","27000"
"New entrant CS","2022","Female","Undeclared","Unknown","50","[c]","[c]","[c]"
"New entrant CS","2022","Female","Undeclared","Wales","80","80","29520","26820"
"New entrant CS","2022","Female","Undeclared","West Midlands (England)","130","120","29830","27570"
"New entrant CS","2022","Female","Undeclared","Yorkshire and The Humber","180","140","30040","27570"
"New entrant CS","2022","Female","Unknown","East Midlands (England)","610","570","25780","24250"
"New entrant CS","2022","Female","Unknown","East of England","540","500","26430","24800"
"New entrant CS","2022","Female","Unknown","London","2410","2350","34820","30520"
"New entrant CS","2022","Female","Unknown","North East (England)","730","690","25330","22010"
"New entrant CS","2022","Female","Unknown","North West (England)","1750","1670","25940","24430"
"New entrant CS","2022","Female","Unknown","Northern Ireland","130","130","26150","21250"
"New entrant CS","2022","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Scotland","1530","1460","28310","24880"
"New entrant CS","2022","Female","Unknown","South East (England)","930","860","27140","24880"
"New entrant CS","2022","Female","Unknown","South West (England)","810","770","26550","23490"
"New entrant CS","2022","Female","Unknown","Unknown","250","230","29120","28000"
"New entrant CS","2022","Female","Unknown","Wales","600","560","24640","21840"
"New entrant CS","2022","Female","Unknown","West Midlands (England)","930","870","26540","23170"
"New entrant CS","2022","Female","Unknown","Yorkshire and The Humber","1010","950","27300","24800"
"New entrant CS","2022","Male","Heterosexual / straight","East Midlands (England)","950","930","27100","25590"
"New entrant CS","2022","Male","Heterosexual / straight","East of England","850","840","28090","26140"
"New entrant CS","2022","Male","Heterosexual / straight","London","3010","2970","37710","32640"
"New entrant CS","2022","Male","Heterosexual / straight","North East (England)","1000","990","27760","25000"
"New entrant CS","2022","Male","Heterosexual / straight","North West (England)","2090","2060","28380","26130"
"New entrant CS","2022","Male","Heterosexual / straight","Northern Ireland","140","140","30370","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heterosexual / straight","Scotland","1710","1690","29570","27230"
"New entrant CS","2022","Male","Heterosexual / straight","South East (England)","1370","1330","29850","26840"
"New entrant CS","2022","Male","Heterosexual / straight","South West (England)","1630","1600","31170","27540"
"New entrant CS","2022","Male","Heterosexual / straight","Unknown","110","100","34360","29290"
"New entrant CS","2022","Male","Heterosexual / straight","Wales","1160","1140","29010","25860"
"New entrant CS","2022","Male","Heterosexual / straight","West Midlands (England)","1260","1240","29450","26590"
"New entrant CS","2022","Male","Heterosexual / straight","Yorkshire and The Humber","1390","1360","29550","26590"
"New entrant CS","2022","Male","LGBO","East Midlands (England)","70","70","25940","25060"
"New entrant CS","2022","Male","LGBO","East of England","60","60","29530","27570"
"New entrant CS","2022","Male","LGBO","London","430","420","37400","33570"
"New entrant CS","2022","Male","LGBO","North East (England)","120","120","25750","24430"
"New entrant CS","2022","Male","LGBO","North West (England)","280","280","26980","25120"
"New entrant CS","2022","Male","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Scotland","260","260","27450","26590"
"New entrant CS","2022","Male","LGBO","South East (England)","110","110","28440","26030"
"New entrant CS","2022","Male","LGBO","South West (England)","130","130","28440","26240"
"New entrant CS","2022","Male","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","LGBO","Wales","140","140","26780","23960"
"New entrant CS","2022","Male","LGBO","West Midlands (England)","100","100","27420","26130"
"New entrant CS","2022","Male","LGBO","Yorkshire and The Humber","120","120","31180","27570"
"New entrant CS","2022","Male","Undeclared","East Midlands (England)","60","60","30510","27570"
"New entrant CS","2022","Male","Undeclared","East of England","60","60","29190","27570"
"New entrant CS","2022","Male","Undeclared","London","430","360","38420","33210"
"New entrant CS","2022","Male","Undeclared","North East (England)","50","50","28160","25980"
"New entrant CS","2022","Male","Undeclared","North West (England)","130","120","28940","26590"
"New entrant CS","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Scotland","110","110","30420","27230"
"New entrant CS","2022","Male","Undeclared","South East (England)","100","90","30890","28140"
"New entrant CS","2022","Male","Undeclared","South West (England)","160","150","31480","28590"
"New entrant CS","2022","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Undeclared","Wales","80","70","29260","25860"
"New entrant CS","2022","Male","Undeclared","West Midlands (England)","90","90","30400","27570"
"New entrant CS","2022","Male","Undeclared","Yorkshire and The Humber","160","110","31630","27570"
"New entrant CS","2022","Male","Unknown","East Midlands (England)","410","400","26080","24800"
"New entrant CS","2022","Male","Unknown","East of England","420","400","28210","25460"
"New entrant CS","2022","Male","Unknown","London","1910","1880","36930","31800"
"New entrant CS","2022","Male","Unknown","North East (England)","540","530","26500","23140"
"New entrant CS","2022","Male","Unknown","North West (England)","1230","1200","27730","24880"
"New entrant CS","2022","Male","Unknown","Northern Ireland","140","140","25920","21250"
"New entrant CS","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Unknown","Scotland","1210","1190","28720","24880"
"New entrant CS","2022","Male","Unknown","South East (England)","830","780","28570","26030"
"New entrant CS","2022","Male","Unknown","South West (England)","850","840","29410","26030"
"New entrant CS","2022","Male","Unknown","Unknown","260","250","26810","23500"
"New entrant CS","2022","Male","Unknown","Wales","530","510","25920","23140"
"New entrant CS","2022","Male","Unknown","West Midlands (England)","700","660","28430","24880"
"New entrant CS","2022","Male","Unknown","Yorkshire and The Humber","960","930","29280","25120"
"New entrant CS","2022","Unknown","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
