"Status","Year","Parent_department","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","Declared disabled","100","90","31010","26780"
"In post","2021","Department for Transport","East Midlands (England)","Declared non-disabled","400","380","34760","29730"
"In post","2021","Department for Transport","East Midlands (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","Unknown","110","110","31760","26700"
"In post","2021","Department for Transport","East of England","Declared disabled","40","30","[c]","[c]"
"In post","2021","Department for Transport","East of England","Declared non-disabled","270","250","30760","27680"
"In post","2021","Department for Transport","East of England","Undeclared","30","30","[c]","[c]"
"In post","2021","Department for Transport","East of England","Unknown","70","60","27590","26700"
"In post","2021","Department for Transport","London","Declared disabled","220","220","43520","36650"
"In post","2021","Department for Transport","London","Declared non-disabled","2280","2220","48470","43800"
"In post","2021","Department for Transport","London","Undeclared","680","660","42750","36180"
"In post","2021","Department for Transport","London","Unknown","260","250","42830","37660"
"In post","2021","Department for Transport","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","Declared non-disabled","270","240","27970","26780"
"In post","2021","Department for Transport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","Unknown","40","40","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","Declared disabled","40","40","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","Declared non-disabled","310","290","29520","26780"
"In post","2021","Department for Transport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","Unknown","70","70","27530","26580"
"In post","2021","Department for Transport","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","Declared non-disabled","340","320","32330","27680"
"In post","2021","Department for Transport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","Unknown","70","70","29590","26700"
"In post","2021","Department for Transport","South East (England)","Declared disabled","120","110","32250","27680"
"In post","2021","Department for Transport","South East (England)","Declared non-disabled","980","930","37650","31840"
"In post","2021","Department for Transport","South East (England)","Undeclared","100","100","39020","32180"
"In post","2021","Department for Transport","South East (England)","Unknown","280","270","31860","26780"
"In post","2021","Department for Transport","South West (England)","Declared disabled","60","50","31590","27470"
"In post","2021","Department for Transport","South West (England)","Declared non-disabled","560","530","33640","29730"
"In post","2021","Department for Transport","South West (England)","Undeclared","40","30","[c]","[c]"
"In post","2021","Department for Transport","South West (England)","Unknown","110","110","29990","26700"
"In post","2021","Department for Transport","Wales","Declared disabled","700","580","24280","21590"
"In post","2021","Department for Transport","Wales","Declared non-disabled","4870","4340","26950","21590"
"In post","2021","Department for Transport","Wales","Undeclared","520","470","27650","21590"
"In post","2021","Department for Transport","Wales","Unknown","820","740","24950","21590"
"In post","2021","Department for Transport","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","West Midlands (England)","Declared non-disabled","320","300","29700","26780"
"In post","2021","Department for Transport","West Midlands (England)","Undeclared","40","40","[c]","[c]"
"In post","2021","Department for Transport","West Midlands (England)","Unknown","80","80","26900","26470"
"In post","2021","Department for Transport","Yorkshire and The Humber","Declared disabled","30","30","[c]","[c]"
"In post","2021","Department for Transport","Yorkshire and The Humber","Declared non-disabled","390","360","30790","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Yorkshire and The Humber","Unknown","110","100","27880","26580"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Declared disabled","910","790","26380","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Declared non-disabled","3580","3170","27530","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Undeclared","250","240","27190","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","Unknown","150","140","26040","27570"
"In post","2021","Department for Work and Pensions","East of England","Declared disabled","870","770","28150","27570"
"In post","2021","Department for Work and Pensions","East of England","Declared non-disabled","3530","3160","28590","27570"
"In post","2021","Department for Work and Pensions","East of England","Undeclared","190","170","29890","29290"
"In post","2021","Department for Work and Pensions","East of England","Unknown","120","110","29110","27570"
"In post","2021","Department for Work and Pensions","London","Declared disabled","1560","1440","33390","31060"
"In post","2021","Department for Work and Pensions","London","Declared non-disabled","7640","7150","33730","31060"
"In post","2021","Department for Work and Pensions","London","Undeclared","430","410","33440","31060"
"In post","2021","Department for Work and Pensions","London","Unknown","550","540","36890","31060"
"In post","2021","Department for Work and Pensions","North East (England)","Declared disabled","1540","1330","25910","27570"
"In post","2021","Department for Work and Pensions","North East (England)","Declared non-disabled","7320","6480","27410","27570"
"In post","2021","Department for Work and Pensions","North East (England)","Undeclared","420","390","27820","27570"
"In post","2021","Department for Work and Pensions","North East (England)","Unknown","350","340","28480","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Declared disabled","3070","2700","26470","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Declared non-disabled","14000","12620","27800","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Undeclared","890","830","27780","27570"
"In post","2021","Department for Work and Pensions","North West (England)","Unknown","670","630","26610","27570"
"In post","2021","Department for Work and Pensions","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","Declared disabled","1400","1220","25490","27570"
"In post","2021","Department for Work and Pensions","Scotland","Declared non-disabled","7050","6240","26180","27570"
"In post","2021","Department for Work and Pensions","Scotland","Undeclared","400","370","26320","27570"
"In post","2021","Department for Work and Pensions","Scotland","Unknown","190","180","25640","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Declared disabled","1190","1040","27470","27570"
