"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","70","60","35130","31990"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Yorkshire and The Humber","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Wales","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Department for Work and Pensions (excl. agencies)","60","60","28080","27570"
"Leaver Dept.","2022","Female","East Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Public Health England","130","120","39400","35610"
"Leaver Dept.","2022","Female","East Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Midlands (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Public Health England","260","230","39810","35200"
"Leaver Dept.","2022","Female","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Cabinet Office (excl. agencies)","740","730","43620","34550"
"Leaver Dept.","2022","Female","London","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Crown Prosecution Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","240","220","45710","40050"
"Leaver Dept.","2022","Female","London","Department for Digital, Culture, Media and Sport","100","100","41970","34280"
"Leaver Dept.","2022","Female","London","Department for Education (excl. agencies)","120","120","47690","45250"
"Leaver Dept.","2022","Female","London","Department for Environment, Food and Rural Affairs (excl. agencies)","130","130","[c]","[c]"
"Leaver Dept.","2022","Female","London","Department for International Trade","120","120","[c]","[c]"
"Leaver Dept.","2022","Female","London","Department for Levelling Up, Housing and Communities (excl. agencies)","140","130","41790","39600"
"Leaver Dept.","2022","Female","London","Department for Transport (excl. agencies)","130","130","42900","36370"
"Leaver Dept.","2022","Female","London","Department for Work and Pensions (excl. agencies)","270","270","35930","31060"
"Leaver Dept.","2022","Female","London","Department of Health and Social Care (excl. agencies)","420","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Foreign, Commonwealth and Development Office (excl. agencies)","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Government Legal Department","60","60","47750","51250"
"Leaver Dept.","2022","Female","London","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","HM Courts and Tribunals Service","120","110","31700","28310"
"Leaver Dept.","2022","Female","London","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","HM Prison and Probation Service","100","90","[c]","[c]"
"Leaver Dept.","2022","Female","London","HM Revenue and Customs (excl. agencies)","120","120","[c]","[c]"
"Leaver Dept.","2022","Female","London","HM Treasury (excl. agencies)","100","90","[c]","[c]"
"Leaver Dept.","2022","Female","London","Home Office","370","360","42960","37510"
"Leaver Dept.","2022","Female","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Ministry of Defence (excl. agencies)","90","90","44320","40640"
"Leaver Dept.","2022","Female","London","Ministry of Justice (excl. agencies)","190","190","42360","40680"
"Leaver Dept.","2022","Female","London","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Public Health England","2010","1830","43740","40070"
"Leaver Dept.","2022","Female","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Department for Work and Pensions (excl. agencies)","220","210","27360","27570"
"Leaver Dept.","2022","Female","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","HM Revenue and Customs (excl. agencies)","120","110","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Public Health England","80","70","44460","40060"
"Leaver Dept.","2022","Female","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for Education (excl. agencies)","50","50","38150","36780"
"Leaver Dept.","2022","Female","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Department for Work and Pensions (excl. agencies)","300","290","28860","27570"
"Leaver Dept.","2022","Female","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","HM Courts and Tribunals Service","50","50","22910","20970"
"Leaver Dept.","2022","Female","North West (England)","HM Prison and Probation Service","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","HM Revenue and Customs (excl. agencies)","140","130","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Home Office","150","140","27020","24890"
"Leaver Dept.","2022","Female","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Public Health England","300","270","34880","28590"
"Leaver Dept.","2022","Female","North West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Department for Work and Pensions (excl. agencies)","300","280","26180","27570"
"Leaver Dept.","2022","Female","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","HM Revenue and Customs (excl. agencies)","150","140","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
