"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","HM Revenue and Customs","Project Delivery","110","100","40950","38020"
"In post","2022","South East (England)","HM Revenue and Customs","Property","210","190","36130","33370"
"In post","2022","South East (England)","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Home Office","Unknown","4020","3710","28160","26160"
"In post","2022","South East (England)","Ministry of Defence","Analysis","440","420","40840","38110"
"In post","2022","South East (England)","Ministry of Defence","Commercial","270","260","34620","34800"
"In post","2022","South East (England)","Ministry of Defence","Communications","190","190","32970","33000"
"In post","2022","South East (England)","Ministry of Defence","Digital, Data & Technology","460","450","32350","33000"
"In post","2022","South East (England)","Ministry of Defence","Finance","540","520","37610","33300"
"In post","2022","South East (England)","Ministry of Defence","Human Resources","230","220","31910","26670"
"In post","2022","South East (England)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Defence","No function","900","870","42560","47010"
"In post","2022","South East (England)","Ministry of Defence","Project Delivery","1460","1420","38950","38070"
"In post","2022","South East (England)","Ministry of Defence","Property","410","400","32980","33300"
"In post","2022","South East (England)","Ministry of Defence","Security","1480","1470","31150","27680"
"In post","2022","South East (England)","Ministry of Defence","Unknown","3690","3540","32030","27720"
"In post","2022","South East (England)","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Finance","40","40","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Human Resources","100","100","40200","38160"
"In post","2022","South East (England)","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","No function","10070","9450","29940","28700"
"In post","2022","South East (England)","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Property","30","30","[c]","[c]"
"In post","2022","South East (England)","Ministry of Justice","Security","90","90","40220","40190"
"In post","2022","South East (England)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","No function","440","420","40210","39820"
"In post","2022","South East (England)","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","No function","130","120","63670","64500"
"In post","2022","South East (England)","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Analysis","520","490","38000","36840"
"In post","2022","South East (England)","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Digital, Data & Technology","170","170","41150","37190"
"In post","2022","South East (England)","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","No function","1560","1150","24520","20350"
"In post","2022","South East (England)","UK Statistics Authority","Project Delivery","130","120","38880","36840"
"In post","2022","South East (England)","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","UK Statistics Authority","Security","40","40","[c]","[c]"
"In post","2022","South East (England)","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Legal","340","320","42770","48080"
"In post","2022","South West (England)","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Commercial","100","100","74510","66730"
"In post","2022","South West (England)","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Digital, Data & Technology","50","50","47400","49700"
"In post","2022","South West (England)","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","No function","50","50","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Property","40","40","[c]","[c]"
"In post","2022","South West (England)","Cabinet Office","Security","30","30","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Commercial","190","180","44640","45270"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Communications","40","40","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","1080","1020","39530","39650"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Finance","40","40","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Human Resources","80","70","39510","37420"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","No function","160","150","31670","27570"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","420","400","41960","40040"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Finance","50","50","36540","36500"
"In post","2022","South West (England)","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","No function","200","200","42480","36960"
"In post","2022","South West (England)","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Property","40","30","[c]","[c]"
"In post","2022","South West (England)","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Department for Environment, Food and Rural Affairs","Analysis","150","140","33380","29750"
"In post","2022","South West (England)","Department for Environment, Food and Rural Affairs","Commercial","40","40","[c]","[c]"
