"Status","Year","Function_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Analysis","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Department of Health and Social Care","60","60","50630","53360"
"New entrant CS","2021","Analysis","Unknown","HM Revenue and Customs","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","United Kingdom Statistics Authority","110","110","29410","29540"
"New entrant CS","2021","Analysis","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","White","Department for Transport","60","60","34550","34710"
"New entrant CS","2021","Analysis","White","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","HM Revenue and Customs","50","50","33880","31810"
"New entrant CS","2021","Analysis","White","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Ministry of Defence","50","50","31460","28650"
"New entrant CS","2021","Analysis","White","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","White","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","White","United Kingdom Statistics Authority","280","270","32240","29540"
"New entrant CS","2021","Analysis","White","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Asian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
