"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Unknown","Scottish Courts and Tribunals Service","380","350","29560","30450"
"In post","2022","EO","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Scottish Government (excl. agencies)","440","420","28910","27940"
"In post","2022","EO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Scottish Prison Service","1880","1770","34220","35000"
"In post","2022","EO","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Social Security Scotland","310","300","27520","27230"
"In post","2022","EO","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Student Awards Agency for Scotland","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","The Insolvency Service","50","50","[c]","[c]"
"In post","2022","EO","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","UK Health Security Agency","270","260","27470","27270"
"In post","2022","EO","Unknown","UK Hydrographic Office","70","60","27620","26740"
"In post","2022","EO","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","UK Statistics Authority","280","270","24330","23880"
"In post","2022","EO","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Valuation Office Agency","230","230","26640","26030"
"In post","2022","EO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Welsh Government (excl. agencies)","60","60","28370","29430"
"In post","2022","EO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Cabinet Office (excl. agencies)","270","270","57760","54700"
"In post","2022","G6/G7","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Crown Prosecution Service","350","320","58570","55610"
"In post","2022","G6/G7","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Defence Equipment and Support","140","140","55310","54520"
"In post","2022","G6/G7","Declared disabled","Defence Science and Technology Laboratory","90","90","50820","47010"
"In post","2022","G6/G7","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","230","220","57910","54020"
"In post","2022","G6/G7","Declared disabled","Department for Digital, Culture, Media and Sport","60","60","56000","54110"
"In post","2022","G6/G7","Declared disabled","Department for Education (excl. agencies)","170","170","56340","53760"
"In post","2022","G6/G7","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","230","220","53930","53200"
"In post","2022","G6/G7","Declared disabled","Department for International Trade","100","100","57160","54600"
"In post","2022","G6/G7","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","120","120","55570","53130"
"In post","2022","G6/G7","Declared disabled","Department for Transport (excl. agencies)","80","80","57740","54760"
"In post","2022","G6/G7","Declared disabled","Department for Work and Pensions (excl. agencies)","390","370","56100","54070"
"In post","2022","G6/G7","Declared disabled","Department of Health and Social Care (excl. agencies)","90","90","56410","53360"
"In post","2022","G6/G7","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Education and Skills Funding Agency","50","50","54860","50630"
"In post","2022","G6/G7","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","250","240","59010","57400"
"In post","2022","G6/G7","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Government Legal Department","130","110","59420","59840"
"In post","2022","G6/G7","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","HM Courts and Tribunals Service","60","60","58070","57570"
"In post","2022","G6/G7","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","HM Prison and Probation Service","80","80","71070","67600"
"In post","2022","G6/G7","Declared disabled","HM Revenue and Customs (excl. agencies)","720","690","59750","55410"
"In post","2022","G6/G7","Declared disabled","HM Treasury (excl. agencies)","90","90","58020","55500"
"In post","2022","G6/G7","Declared disabled","Home Office","290","280","60540","57680"
"In post","2022","G6/G7","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Ministry of Defence (excl. agencies)","240","230","61940","59730"
"In post","2022","G6/G7","Declared disabled","Ministry of Justice (excl. agencies)","140","130","59570","59000"
"In post","2022","G6/G7","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Government (excl. agencies)","190","180","62150","62170"
"In post","2022","G6/G7","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","UK Health Security Agency","60","60","57770","53860"
"In post","2022","G6/G7","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","UK Statistics Authority","80","80","53720","51210"
"In post","2022","G6/G7","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Valuation Office Agency","30","30","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Welsh Government (excl. agencies)","50","40","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Advisory, Conciliation and Arbitration Service","30","30","[c]","[c]"
"In post","2022","G6/G7","Declared non-disabled","Animal and Plant Health Agency","190","180","54490","53870"
"In post","2022","G6/G7","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
