"Status","Year","Responsibility_level","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","HM Courts and Tribunals Service","1240","1190","19810","19170"
"In post","2021","AA/AO","Unknown","HM Land Registry","1320","1270","22450","22350"
"In post","2021","AA/AO","Unknown","HM Prison and Probation Service","3840","3760","25430","24920"
"In post","2021","AA/AO","Unknown","HM Revenue and Customs (excl. agencies)","8620","7580","20600","20140"
"In post","2021","AA/AO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Home Office (incl. agencies)","570","550","21830","21430"
"In post","2021","AA/AO","Unknown","Insolvency Service","270","260","20960","20880"
"In post","2021","AA/AO","Unknown","Legal Aid Agency","50","50","[c]","[c]"
"In post","2021","AA/AO","Unknown","Maritime and Coastguard Agency","110","100","24520","26590"
"In post","2021","AA/AO","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Ministry of Defence (excl. agencies)","2950","2850","24550","21130"
"In post","2021","AA/AO","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Unknown","National Crime Agency","240","230","23190","22600"
"In post","2021","AA/AO","Unknown","National Records of Scotland","70","70","22560","22230"
"In post","2021","AA/AO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of the Public Guardian","130","120","19680","19930"
"In post","2021","AA/AO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Planning Inspectorate","40","40","[c]","[c]"
"In post","2021","AA/AO","Unknown","Public Health England","150","130","22110","22020"
"In post","2021","AA/AO","Unknown","Registers of Scotland","140","130","23900","24130"
"In post","2021","AA/AO","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Courts and Tribunals Service","850","740","21720","22820"
"In post","2021","AA/AO","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Government (excl. agencies)","400","380","24150","23340"
"In post","2021","AA/AO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Prison Service","1430","1360","23630","24450"
"In post","2021","AA/AO","Unknown","Scottish Public Pensions Agency","70","60","24040","24110"
"In post","2021","AA/AO","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Social Security Scotland","130","130","21130","21150"
"In post","2021","AA/AO","Unknown","Student Awards Agency for Scotland","90","80","21840","22230"
"In post","2021","AA/AO","Unknown","The National Archives","30","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","UK Intellectual Property Office","50","50","20950","21140"
"In post","2021","AA/AO","Unknown","United Kingdom Statistics Authority","640","470","19710","19130"
"In post","2021","AA/AO","Unknown","Valuation Office Agency","260","250","20950","21100"
"In post","2021","AA/AO","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Welsh Government (excl. agencies)","90","80","22420","22160"
"In post","2021","AA/AO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Animal and Plant Health Agency","100","100","26500","25330"
"In post","2021","EO","Declared disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Cabinet Office (excl. agencies)","120","110","27190","27500"
"In post","2021","EO","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Crown Prosecution Service","140","120","28210","28430"
"In post","2021","EO","Declared disabled","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Defence Equipment and Support","290","270","22630","21850"
"In post","2021","EO","Declared disabled","Defence Science and Technology Laboratory","40","30","[c]","[c]"
"In post","2021","EO","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","28290","27690"
"In post","2021","EO","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Department for Education (excl. agencies)","80","80","26690","26000"
"In post","2021","EO","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","70","70","26700","26050"
"In post","2021","EO","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Department for Work and Pensions (excl. agencies)","8370","7430","28060","27570"
"In post","2021","EO","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Driver and Vehicle Licensing Agency","90","80","26710","26780"
"In post","2021","EO","Declared disabled","Driver and Vehicle Standards Agency","270","250","28140","26780"
"In post","2021","EO","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","EO","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","110","100","30040","30430"
"In post","2021","EO","Declared disabled","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Government Legal Department","40","30","[c]","[c]"
"In post","2021","EO","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Health and Safety Executive","70","60","28350","28210"
"In post","2021","EO","Declared disabled","HM Courts and Tribunals Service","340","320","24120","23900"
"In post","2021","EO","Declared disabled","HM Land Registry","200","170","27440","27130"
"In post","2021","EO","Declared disabled","HM Prison and Probation Service","620","590","30640","30310"
"In post","2021","EO","Declared disabled","HM Revenue and Customs (excl. agencies)","1220","1100","26750","25560"
"In post","2021","EO","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Home Office (incl. agencies)","1190","1080","27170","26910"
"In post","2021","EO","Declared disabled","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Legal Aid Agency","40","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Ministry of Defence (excl. agencies)","730","700","28700","26930"
"In post","2021","EO","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Ministry of Justice (excl. agencies)","90","90","25800","26410"
"In post","2021","EO","Declared disabled","National Crime Agency","90","90","33570","33910"
"In post","2021","EO","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Office of the Public Guardian","60","60","22360","22570"
"In post","2021","EO","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Public Health England","50","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Registers of Scotland","40","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Rural Payments Agency","40","40","[c]","[c]"
"In post","2021","EO","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Scottish Government (excl. agencies)","110","110","28140","28170"
"In post","2021","EO","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Scottish Prison Service","190","180","33290","33650"
"In post","2021","EO","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","United Kingdom Statistics Authority","70","70","24600","23520"
"In post","2021","EO","Declared disabled","Valuation Office Agency","60","60","26910","26000"
"In post","2021","EO","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Welsh Government (excl. agencies)","60","60","28790","28850"
"In post","2021","EO","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","EO","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
