"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Cabinet Office (excl. agencies)","80","80","39550","32320"
"Leaver Dept.","2021","Declared disabled","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","HM Courts and Tribunals Service","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
