"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Shropshire CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Shropshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Solihull","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Somerset","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South and West Derbyshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Ayrshire","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Analysis","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Digital, Data & Technology","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","No function","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Hampshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","No function","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","South Lanarkshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Nottinghamshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South Teesside","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West Wales","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southampton","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Southend-on-Sea","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Staffordshire CC","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Stoke-on-Trent","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Suffolk","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2021","Sunderland","Unknown","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","Swansea","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","No function","Department for Transport","70","60","22500","21590"
"Leaver Dept.","2021","Swansea","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Security","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swansea","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Swindon","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Telford and Wrekin","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Thurrock","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tower Hamlets","Unknown","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","Department for Work and Pensions","120","120","27610","27570"
"Leaver Dept.","2021","Tyneside","Unknown","HM Revenue and Customs","120","110","[c]","[c]"
"Leaver Dept.","2021","Tyneside","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Cabinet Office","570","570","33550","32000"
"Leaver Dept.","2021","Unknown","No function","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wakefield","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Walsall","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wandsworth","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","No function","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warrington","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Warwickshire","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Cumbria","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Essex","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Kent","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Kent","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Kent","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Lothian","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Lothian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Lothian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Northamptonshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Surrey","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (North East)","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (North East)","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Sussex (North East)","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
