"Status","Year","Region_ITL2","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Outer London - East and North East","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","40-49","No function","50","50","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","50-59","No function","50","50","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","No function","90","80","27090","25850"
"Leaver CS","2022","Outer London - South","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","20-29","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Outer London - South","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","30-39","No function","50","50","[c]","[c]"
"Leaver CS","2022","Outer London - South","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","30-39","Unknown","70","70","41280","35070"
"Leaver CS","2022","Outer London - South","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","No function","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","40-49","Unknown","70","60","41800","35200"
"Leaver CS","2022","Outer London - South","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","No function","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","50-59","Unknown","70","60","41780","31170"
"Leaver CS","2022","Outer London - South","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","60-64","Unknown","80","70","37630","34710"
"Leaver CS","2022","Outer London - South","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","65+","No function","40","30","[c]","[c]"
"Leaver CS","2022","Outer London - South","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - South","65+","Unknown","70","50","30910","28670"
"Leaver CS","2022","Outer London - West and North West","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","No function","180","180","27780","28310"
"Leaver CS","2022","Outer London - West and North West","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","No function","130","120","31840","31060"
"Leaver CS","2022","Outer London - West and North West","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","No function","70","70","35060","31060"
"Leaver CS","2022","Outer London - West and North West","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","No function","70","60","31900","31060"
"Leaver CS","2022","Outer London - West and North West","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","50-59","Unknown","60","40","34500","34630"
"Leaver CS","2022","Outer London - West and North West","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","No function","50","50","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","60-64","Unknown","50","30","35220","34630"
"Leaver CS","2022","Outer London - West and North West","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","No function","60","40","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Overseas","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","65+","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","No function","150","150","22960","21030"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","No function","120","110","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","No function","80","70","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","No function","90","70","28870","27570"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","No function","70","60","28930","26650"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","65+","No function","50","40","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire and Staffordshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","16-19","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","No function","90","90","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","20-29","Unknown","60","60","23950","21430"
"Leaver CS","2022","South Yorkshire","30-39","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","No function","80","70","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","30-39","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","No function","50","40","[c]","[c]"
"Leaver CS","2022","South Yorkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","No function","80","70","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","No function","60","50","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","60-64","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","No function","60","40","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Yorkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","20-29","Unknown","60","60","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","No function","40","30","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","50-59","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","No function","40","30","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","60-64","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","No function","30","20","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southern Scotland","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","16-19","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","16-19","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","20-29","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","20-29","No function","210","210","24350","24370"
"Leaver CS","2022","Surrey, East and West Sussex","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Surrey, East and West Sussex","30-39","No function","130","120","30050","27570"
