"Status","Year","Function_of_post","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","Male","90","50","43810","38610"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Male","90","90","41550","38950"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Female","190","170","39630","35310"
"Leaver Dept.","2022","Finance","Heterosexual / straight","Male","170","150","42190","39000"
"Leaver Dept.","2022","Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Female","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Female","420","400","38660","32980"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","Male","140","130","36210","32000"
"Leaver Dept.","2022","Human Resources","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Female","100","100","42520","31440"
"Leaver Dept.","2022","Legal","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Heterosexual / straight","Female","6100","5640","36920","31990"
"Leaver Dept.","2022","No function","Heterosexual / straight","Male","3340","3200","39380","32330"
"Leaver Dept.","2022","No function","LGBO","Female","430","400","35550","31060"
"Leaver Dept.","2022","No function","LGBO","Male","450","420","38670","32780"
"Leaver Dept.","2022","No function","Undeclared","Female","950","690","39340","34260"
"Leaver Dept.","2022","No function","Undeclared","Male","610","440","41760","34590"
"Leaver Dept.","2022","No function","Unknown","Female","1720","1620","39880","32000"
"Leaver Dept.","2022","No function","Unknown","Male","1180","1160","42030","33250"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Female","240","230","39140","36250"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","Male","270","260","40040","36650"
"Leaver Dept.","2022","Project Delivery","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Property","Heterosexual / straight","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Property","Heterosexual / straight","Male","50","50","46490","40020"
"Leaver Dept.","2022","Property","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Security","Heterosexual / straight","Male","60","60","36510","33300"
"Leaver Dept.","2022","Security","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Female","770","720","34580","28670"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Male","650","630","36220","30330"
"Leaver Dept.","2022","Unknown","LGBO","Female","50","50","36810","31990"
"Leaver Dept.","2022","Unknown","LGBO","Male","60","50","35580","31770"
"Leaver Dept.","2022","Unknown","Undeclared","Female","120","70","37450","32390"
"Leaver Dept.","2022","Unknown","Undeclared","Male","100","80","36030","31100"
"Leaver Dept.","2022","Unknown","Unknown","Female","1060","860","36070","30750"
"Leaver Dept.","2022","Unknown","Unknown","Male","940","780","37060","34290"
"New entrant CS","2021","Analysis","Heterosexual / straight","Female","360","350","33910","32430"
"New entrant CS","2021","Analysis","Heterosexual / straight","Male","330","330","33880","32540"
"New entrant CS","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Female","50","50","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Analysis","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","Analysis","Unknown","Female","140","140","35050","31870"
"New entrant CS","2021","Analysis","Unknown","Male","200","200","34960","31810"
"New entrant CS","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","Female","190","180","34520","33000"
"New entrant CS","2021","Commercial","Heterosexual / straight","Male","160","160","38220","34550"
"New entrant CS","2021","Commercial","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","Female","180","170","57580","59610"
"New entrant CS","2021","Commercial","Unknown","Male","190","190","66560","68000"
"New entrant CS","2021","Communications","Heterosexual / straight","Female","290","280","31980","27500"
"New entrant CS","2021","Communications","Heterosexual / straight","Male","230","230","30650","25560"
"New entrant CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","LGBO","Male","50","50","31940","25560"
"New entrant CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Female","330","320","30020","25560"
"New entrant CS","2021","Communications","Unknown","Male","350","350","29610","25560"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Female","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","Male","60","50","33070","30350"
"New entrant CS","2021","Counter Fraud","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Female","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Male","50","50","[c]","[c]"
"New entrant CS","2021","Debt","Heterosexual / straight","Female","130","130","20580","20140"
"New entrant CS","2021","Debt","Heterosexual / straight","Male","120","120","20650","20140"
"New entrant CS","2021","Debt","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Unknown","Female","350","340","20400","20140"
"New entrant CS","2021","Debt","Unknown","Male","330","320","20530","20140"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Female","350","340","39310","36500"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Male","570","570","41370","38160"
"New entrant CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","LGBO","Male","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Female","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Undeclared","Male","60","60","41190","36800"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Female","280","280","37730","33150"
"New entrant CS","2021","Digital, Data & Technology","Unknown","Male","470","470","39470","35960"
"New entrant CS","2021","Finance","Heterosexual / straight","Female","270","260","34250","31040"
"New entrant CS","2021","Finance","Heterosexual / straight","Male","200","200","38280","33290"
"New entrant CS","2021","Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Female","130","130","34160","32790"
"New entrant CS","2021","Finance","Unknown","Male","120","110","32570","32180"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Female","430","410","32360","28840"
"New entrant CS","2021","Human Resources","Heterosexual / straight","Male","140","140","34370","28000"
"New entrant CS","2021","Human Resources","LGBO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Female","140","140","32660","28000"
"New entrant CS","2021","Human Resources","Unknown","Male","70","70","29020","27270"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","Female","600","580","36170","33550"
"New entrant CS","2021","Legal","Heterosexual / straight","Male","300","300","38880","38000"
"New entrant CS","2021","Legal","LGBO","Female","40","40","[c]","[c]"
"New entrant CS","2021","Legal","LGBO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","Female","90","90","26720","20850"
"New entrant CS","2021","Legal","Undeclared","Male","50","50","32870","24000"
"New entrant CS","2021","Legal","Unknown","Female","190","180","34260","27370"
"New entrant CS","2021","Legal","Unknown","Male","100","100","34410","28600"
"New entrant CS","2021","No function","Heterosexual / straight","Female","6510","6170","28420","24660"
"New entrant CS","2021","No function","Heterosexual / straight","Male","4540","4450","29940","26000"
"New entrant CS","2021","No function","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","LGBO","Female","700","680","27330","24860"
"New entrant CS","2021","No function","LGBO","Male","550","540","29030","26250"
"New entrant CS","2021","No function","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Undeclared","Female","620","570","30910","27960"
"New entrant CS","2021","No function","Undeclared","Male","390","370","34670","30460"
"New entrant CS","2021","No function","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","Female","4380","4210","25930","22680"
"New entrant CS","2021","No function","Unknown","Male","3510","3430","26960","22850"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Female","530","520","35180","33000"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Male","720","720","38370","35000"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","LGBO","Female","50","50","33660","30850"
"New entrant CS","2021","Project Delivery","LGBO","Male","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Female","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Undeclared","Male","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","Female","180","170","35370","32870"
"New entrant CS","2021","Project Delivery","Unknown","Male","260","260","32200","29540"
"New entrant CS","2021","Property","Heterosexual / straight","Female","180","170","29110","26350"
"New entrant CS","2021","Property","Heterosexual / straight","Male","260","260","34320","32320"
"New entrant CS","2021","Property","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","Female","100","100","25630","24500"
"New entrant CS","2021","Property","Unknown","Male","150","150","29330","25140"
"New entrant CS","2021","Security","Heterosexual / straight","Female","120","110","25390","23850"
"New entrant CS","2021","Security","Heterosexual / straight","Male","350","350","27090","23540"
"New entrant CS","2021","Security","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","Female","80","80","27020","23090"
"New entrant CS","2021","Security","Unknown","Male","240","230","27890","25540"
"New entrant CS","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Female","9260","8970","27270","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Male","6480","6440","27540","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Female","780","770","27000","27570"
"New entrant CS","2021","Unknown","LGBO","Male","800","800","26790","27570"
"New entrant CS","2021","Unknown","Undeclared","Female","540","520","28030","27570"
"New entrant CS","2021","Unknown","Undeclared","Male","410","410","28620","27570"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","2620","2520","30440","27570"
"New entrant CS","2021","Unknown","Unknown","Male","2160","2130","31000","27570"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Heterosexual / straight","Female","440","420","33330","30710"
"New entrant CS","2022","Analysis","Heterosexual / straight","Male","490","480","34930","31800"
"New entrant CS","2022","Analysis","LGBO","Female","70","70","31560","30710"
"New entrant CS","2022","Analysis","LGBO","Male","70","70","32230","31800"
"New entrant CS","2022","Analysis","Undeclared","Female","80","60","35440","30710"
"New entrant CS","2022","Analysis","Undeclared","Male","60","50","[c]","[c]"
"New entrant CS","2022","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Unknown","Female","130","120","31540","29750"
"New entrant CS","2022","Analysis","Unknown","Male","150","150","33930","29860"
"New entrant CS","2022","Commercial","Heterosexual / straight","Female","290","280","34120","31680"
"New entrant CS","2022","Commercial","Heterosexual / straight","Male","210","200","34900","33000"
"New entrant CS","2022","Commercial","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Female","60","30","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","Male","50","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Female","170","170","51350","49280"
"New entrant CS","2022","Commercial","Unknown","Male","180","180","61310","65000"
"New entrant CS","2022","Communications","Heterosexual / straight","Female","430","420","32120","27270"
"New entrant CS","2022","Communications","Heterosexual / straight","Male","330","330","30040","26590"
"New entrant CS","2022","Communications","LGBO","Female","50","50","30770","27270"
"New entrant CS","2022","Communications","LGBO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","Female","80","60","33910","27270"
"New entrant CS","2022","Communications","Undeclared","Male","60","50","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Female","250","250","29980","26590"
"New entrant CS","2022","Communications","Unknown","Male","260","260","28820","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Female","560","550","26400","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","Male","520","520","27620","26590"
"New entrant CS","2022","Counter Fraud","LGBO","Female","50","50","[c]","[c]"
"New entrant CS","2022","Counter Fraud","LGBO","Male","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","Male","30","30","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","Female","190","190","27590","26590"
"New entrant CS","2022","Counter Fraud","Unknown","Male","170","170","28460","26590"
"New entrant CS","2022","Debt","Heterosexual / straight","Female","390","370","21670","21250"
"New entrant CS","2022","Debt","Heterosexual / straight","Male","230","230","21630","21250"
"New entrant CS","2022","Debt","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","LGBO","Male","40","30","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","Female","180","170","21430","21250"
"New entrant CS","2022","Debt","Unknown","Male","130","130","21990","21250"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Female","680","660","36520","33380"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","Male","1110","1100","38740","36000"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Female","90","90","34490","32790"
"New entrant CS","2022","Digital, Data & Technology","LGBO","Male","100","100","37350","33080"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Female","100","90","35660","33080"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","Male","160","140","37850","33080"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Female","240","240","36950","33840"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Male","410","410","37310","33370"
"New entrant CS","2022","Finance","Heterosexual / straight","Female","400","380","33200","30200"
"New entrant CS","2022","Finance","Heterosexual / straight","Male","310","300","34140","31990"
"New entrant CS","2022","Finance","LGBO","Female","30","30","[c]","[c]"
"New entrant CS","2022","Finance","LGBO","Male","40","30","[c]","[c]"
"New entrant CS","2022","Finance","Undeclared","Female","90","50","32800","28970"
"New entrant CS","2022","Finance","Undeclared","Male","60","40","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Female","120","120","35980","33080"
"New entrant CS","2022","Finance","Unknown","Male","130","130","33680","30450"
"New entrant CS","2022","Grants Management","Heterosexual / straight","Female","90","80","21550","21300"
"New entrant CS","2022","Grants Management","Heterosexual / straight","Male","70","60","22350","21300"
"New entrant CS","2022","Grants Management","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","Female","190","180","21510","21300"
"New entrant CS","2022","Grants Management","Unknown","Male","150","140","21630","21300"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Female","660","630","32550","28000"
"New entrant CS","2022","Human Resources","Heterosexual / straight","Male","230","220","32080","27570"
"New entrant CS","2022","Human Resources","LGBO","Female","60","60","30100","26560"
"New entrant CS","2022","Human Resources","LGBO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Female","40","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Male","40","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Female","180","170","31550","27570"
"New entrant CS","2022","Human Resources","Unknown","Male","100","100","37340","32790"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","Female","710","680","36110","29280"
"New entrant CS","2022","Legal","Heterosexual / straight","Male","300","290","38780","38000"
"New entrant CS","2022","Legal","LGBO","Female","50","50","28310","24680"
"New entrant CS","2022","Legal","LGBO","Male","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Female","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Female","70","70","38960","37230"
"New entrant CS","2022","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Heterosexual / straight","Female","15070","14390","28050","26250"
"New entrant CS","2022","No function","Heterosexual / straight","Male","9790","9600","28780","26590"
"New entrant CS","2022","No function","LGBO","Female","1600","1560","27550","24970"
"New entrant CS","2022","No function","LGBO","Male","1110","1100","28260","26590"
"New entrant CS","2022","No function","Undeclared","Female","1140","1040","30360","27570"
"New entrant CS","2022","No function","Undeclared","Male","750","710","30820","27570"
"New entrant CS","2022","No function","Unknown","Female","7340","6930","26900","24800"
"New entrant CS","2022","No function","Unknown","Male","5100","4930","27690","25710"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Female","570","550","34080","30930"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","Male","750","740","37690","34000"
"New entrant CS","2022","Project Delivery","LGBO","Female","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","LGBO","Male","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Female","40","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","Undeclared","Male","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Unknown","Female","210","200","32620","29230"
"New entrant CS","2022","Project Delivery","Unknown","Male","310","310","32770","32000"
"New entrant CS","2022","Property","Heterosexual / straight","Female","270","260","32110","26350"
"New entrant CS","2022","Property","Heterosexual / straight","Male","320","320","35830","33000"
"New entrant CS","2022","Property","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","Female","210","200","27470","23330"
"New entrant CS","2022","Property","Unknown","Male","230","220","32250","26030"
"New entrant CS","2022","Security","Heterosexual / straight","Female","140","130","28780","26350"
"New entrant CS","2022","Security","Heterosexual / straight","Male","330","330","30080","25540"
"New entrant CS","2022","Security","LGBO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","LGBO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","Female","70","70","28080","25540"
"New entrant CS","2022","Security","Unknown","Male","280","280","27300","25000"
"New entrant CS","2022","Unknown","Heterosexual / straight","Female","2160","2080","30610","27230"
