"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Justice","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","Ministry of Justice","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wakefield","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Walsall","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Walsall","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wandsworth","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wandsworth","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wandsworth","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wandsworth","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","National Crime Agency","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warrington","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Warwickshire CC","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Cumbria","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Essex","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Lothian","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Lothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Lothian","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Lothian","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Ministry of Justice","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Surrey","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","West Sussex (South West)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Attorney General's Departments","240","230","46920","51250"
"Leaver CS","2022","Heterosexual / straight","Westminster","Cabinet Office","160","150","49380","41820"
"Leaver CS","2022","Heterosexual / straight","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Business, Energy and Industrial Strategy","200","190","47730","45400"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Digital, Culture, Media and Sport","100","100","43000","36520"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Education","100","100","45920","40510"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Environment, Food and Rural Affairs","130","120","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for International Trade","90","90","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Levelling Up, Housing and Communities","90","80","48590","43710"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Transport","120","120","49470","45140"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department for Work and Pensions","120","110","41030","36650"
"Leaver CS","2022","Heterosexual / straight","Westminster","Department of Health and Social Care","130","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","HM Treasury","140","140","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Home Office","160","150","49630","41970"
"Leaver CS","2022","Heterosexual / straight","Westminster","Ministry of Defence","120","120","41460","40000"
"Leaver CS","2022","Heterosexual / straight","Westminster","Ministry of Justice","190","180","43330","36800"
"Leaver CS","2022","Heterosexual / straight","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","UK Export Finance","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Westminster","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Department of Health and Social Care","110","110","30090","26880"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Ministry of Defence","310","290","34060","32830"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wiltshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department for Work and Pensions","80","60","23730","21260"
"Leaver CS","2022","Heterosexual / straight","Wirral","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wirral","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wolverhampton","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wolverhampton","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wolverhampton","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wolverhampton","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Wolverhampton","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Ministry of Justice","100","100","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Worcestershire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","York","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Aberdeen City and Aberdeenshire","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Angus and Dundee City","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Angus and Dundee City","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Angus and Dundee City","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Angus and Dundee City","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Angus and Dundee City","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Antrim and Newtownabbey","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ards and North Down","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ards and North Down","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Ards and North Down","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barking & Dagenham and Havering","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barking & Dagenham and Havering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barking & Dagenham and Havering","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barking & Dagenham and Havering","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnet","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Barnsley, Doncaster and Rotherham","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bath and North East Somerset, North Somerset and South Gloucestershire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bedford","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Belfast","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Bexley and Greenwich","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Birmingham","National Crime Agency","[c]","[c]","[c]","[c]"
