"Status","Year","Function_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Undeclared","Department for Work and Pensions (excl. agencies)","5630","4990","26020","27570"
"In post","2022","No function","Undeclared","Department of Health and Social Care (excl. agencies)","750","730","48050","47090"
"In post","2022","No function","Undeclared","Driver and Vehicle Licensing Agency","1100","880","22480","21840"
"In post","2022","No function","Undeclared","Driver and Vehicle Standards Agency","720","640","28560","26780"
"In post","2022","No function","Undeclared","Education and Skills Funding Agency","60","60","41880","37030"
"In post","2022","No function","Undeclared","Food Standards Agency","100","100","37880","36210"
"In post","2022","No function","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","380","370","48640","43250"
"In post","2022","No function","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Health and Safety Executive","360","340","44190","41480"
"In post","2022","No function","Undeclared","HM Courts and Tribunals Service","1770","1590","26870","21650"
"In post","2022","No function","Undeclared","HM Land Registry","520","450","30730","27130"
"In post","2022","No function","Undeclared","HM Prison and Probation Service","4100","3820","31850","31650"
"In post","2022","No function","Undeclared","HM Revenue and Customs (excl. agencies)","2130","1920","33060","28920"
"In post","2022","No function","Undeclared","HM Treasury (excl. agencies)","200","200","44950","41500"
"In post","2022","No function","Undeclared","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Intellectual Property Office","50","50","38640","37600"
"In post","2022","No function","Undeclared","Legal Aid Agency","120","110","30110","25120"
"In post","2022","No function","Undeclared","Maritime and Coastguard Agency","130","130","38250","36040"
"In post","2022","No function","Undeclared","Medicines and Healthcare Products Regulatory Agency","100","100","54200","53360"
"In post","2022","No function","Undeclared","Ministry of Justice (excl. agencies)","170","160","42550","41100"
"In post","2022","No function","Undeclared","National Crime Agency","310","300","39360","36740"
"In post","2022","No function","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Office for Standards in Education, Children's Services and Skills","70","70","50810","51360"
"In post","2022","No function","Undeclared","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Office of the Public Guardian","120","110","24980","21410"
"In post","2022","No function","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Planning Inspectorate","60","50","44880","47660"
"In post","2022","No function","Undeclared","Registers of Scotland","60","50","32480","30840"
"In post","2022","No function","Undeclared","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Scottish Prison Service","50","50","35700","35000"
"In post","2022","No function","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","The Insolvency Service","30","30","[c]","[c]"
"In post","2022","No function","Undeclared","The National Archives","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","UK Health Security Agency","540","480","43430","38200"
"In post","2022","No function","Undeclared","UK Hydrographic Office","40","40","[c]","[c]"
"In post","2022","No function","Undeclared","UK Statistics Authority","110","90","28450","23880"
"In post","2022","No function","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Advisory, Conciliation and Arbitration Service","110","100","26400","24250"
"In post","2022","No function","Unknown","Animal and Plant Health Agency","290","260","29930","26520"
"In post","2022","No function","Unknown","Cabinet Office (excl. agencies)","2240","2230","35240","29250"
"In post","2022","No function","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Charity Commission","120","110","29750","26860"
"In post","2022","No function","Unknown","Companies House","120","100","23890","22740"
"In post","2022","No function","Unknown","Criminal Injuries Compensation Authority","80","80","25900","25120"
"In post","2022","No function","Unknown","Crown Commercial Service","40","40","[c]","[c]"
"In post","2022","No function","Unknown","Crown Office and Procurator Fiscal Service","50","50","27550","25230"
"In post","2022","No function","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Defence Science and Technology Laboratory","2110","2040","41200","38460"
"In post","2022","No function","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","440","430","46390","40050"
"In post","2022","No function","Unknown","Department for Digital, Culture, Media and Sport","130","130","46580","51730"
"In post","2022","No function","Unknown","Department for Education (excl. agencies)","450","430","44870","40230"
"In post","2022","No function","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","670","640","42420","38750"
"In post","2022","No function","Unknown","Department for International Trade","600","590","45530","39110"
"In post","2022","No function","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","290","280","45240","39600"
"In post","2022","No function","Unknown","Department for Transport (excl. agencies)","410","400","43230","36880"
"In post","2022","No function","Unknown","Department for Work and Pensions (excl. agencies)","13950","11960","25860","27570"
"In post","2022","No function","Unknown","Driver and Vehicle Licensing Agency","630","560","21980","21840"
"In post","2022","No function","Unknown","Driver and Vehicle Standards Agency","900","870","26770","26470"
"In post","2022","No function","Unknown","Education and Skills Funding Agency","170","160","45330","42220"
"In post","2022","No function","Unknown","Food Standards Agency","210","200","31140","26750"
"In post","2022","No function","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","330","330","47770","43640"
"In post","2022","No function","Unknown","Health and Safety Executive","200","180","42410","39990"
"In post","2022","No function","Unknown","HM Courts and Tribunals Service","2030","1890","25110","21650"
"In post","2022","No function","Unknown","HM Land Registry","1500","1370","26850","27130"
"In post","2022","No function","Unknown","HM Prison and Probation Service","11350","10460","28510","27120"
"In post","2022","No function","Unknown","HM Revenue and Customs (excl. agencies)","11110","10050","27720","22080"
"In post","2022","No function","Unknown","HM Treasury (excl. agencies)","50","50","[c]","[c]"
"In post","2022","No function","Unknown","Institute for Apprenticeships and Technical Education","50","50","45350","49960"
"In post","2022","No function","Unknown","Intellectual Property Office","370","350","36100","28750"
"In post","2022","No function","Unknown","Legal Aid Agency","80","70","25610","20970"
"In post","2022","No function","Unknown","Maritime and Coastguard Agency","90","90","31640","26840"
"In post","2022","No function","Unknown","Medicines and Healthcare Products Regulatory Agency","240","230","52420","45570"
"In post","2022","No function","Unknown","Ministry of Justice (excl. agencies)","440","430","39120","34260"
"In post","2022","No function","Unknown","National Crime Agency","610","590","41360","39840"
"In post","2022","No function","Unknown","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","No function","Unknown","Office for Standards in Education, Children's Services and Skills","70","70","41060","39850"
"In post","2022","No function","Unknown","Office of Gas and Electricity Markets","300","300","45260","38550"
"In post","2022","No function","Unknown","Office of Qualifications and Examinations Regulation","50","40","[c]","[c]"
"In post","2022","No function","Unknown","Office of Rail and Road","60","50","59840","60020"
"In post","2022","No function","Unknown","Office of the Public Guardian","260","240","22220","20970"
"In post","2022","No function","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Planning Inspectorate","160","140","36820","27860"
"In post","2022","No function","Unknown","Registers of Scotland","340","310","30410","30840"
"In post","2022","No function","Unknown","Scottish Courts and Tribunals Service","1270","1140","26700","23780"
"In post","2022","No function","Unknown","Scottish Prison Service","2540","2390","31300","34880"
"In post","2022","No function","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","The Insolvency Service","490","460","26690","21130"
"In post","2022","No function","Unknown","The National Archives","150","140","33500","30300"
"In post","2022","No function","Unknown","UK Health Security Agency","1610","1540","49190","42000"
"In post","2022","No function","Unknown","UK Hydrographic Office","140","130","30150","27660"
"In post","2022","No function","Unknown","UK Statistics Authority","650","520","25900","20350"
"In post","2022","No function","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Welsh Revenue Authority","30","30","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","70","60","43290","39580"
"In post","2022","Project Delivery","Heterosexual / straight","Animal and Plant Health Agency","90","80","29370","25750"
"In post","2022","Project Delivery","Heterosexual / straight","Cabinet Office (excl. agencies)","150","140","68570","59820"
"In post","2022","Project Delivery","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Competition and Markets Authority","300","290","61360","56630"
"In post","2022","Project Delivery","Heterosexual / straight","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Defence Equipment and Support","7050","6800","37000","34250"
"In post","2022","Project Delivery","Heterosexual / straight","Defence Science and Technology Laboratory","240","230","43480","45960"
"In post","2022","Project Delivery","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
