"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Declared disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Manchester","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Suffolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Tyneside","50","40","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Westminster","90","80","47120","40910"
"Leaver CS","2021","Male","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared disabled","York","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Aberdeen City and Aberdeenshire","50","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Barnet","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Barnsley, Doncaster and Rotherham","50","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","200","190","41140","39080"
"Leaver CS","2021","Male","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Berkshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Birmingham","140","130","39040","31170"
"Leaver CS","2021","Male","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Blackpool","70","60","26870","21010"
"Leaver CS","2021","Male","Declared non-disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Bradford","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Bristol, City of","100","90","36840","31000"
"Leaver CS","2021","Male","Declared non-disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Buckinghamshire CC","60","60","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Cambridgeshire CC","50","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Camden and City of London","110","100","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Cardiff and Vale of Glamorgan","160","150","39810","29670"
"Leaver CS","2021","Male","Declared non-disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Central Hampshire","60","60","35160","32740"
"Leaver CS","2021","Male","Declared non-disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","City of Edinburgh","120","110","42960","35110"
"Leaver CS","2021","Male","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Coventry","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Croydon","110","110","40940","35640"
"Leaver CS","2021","Male","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Devon CC","150","130","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Dorset CC","60","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Durham CC","80","60","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Kent","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Riding of Yorkshire","60","60","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","East Sussex CC","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Flintshire and Wrexham","80","80","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Glasgow City","120","100","32060","26840"
"Leaver CS","2021","Male","Declared non-disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Greater Manchester South West","60","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Harrow and Hillingdon","60","50","32090","30730"
"Leaver CS","2021","Male","Declared non-disabled","Hartlepool and Stockton-on-Tees","40","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Hertfordshire","70","70","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Hounslow and Richmond upon Thames","50","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Kingston upon Hull, City of","50","40","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Lambeth","50","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Leeds","160","140","33450","27570"
"Leaver CS","2021","Male","Declared non-disabled","Leicester","30","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Leicestershire CC and Rutland","60","50","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Lincolnshire","120","110","29550","29930"
"Leaver CS","2021","Male","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Liverpool","110","100","25180","24110"
"Leaver CS","2021","Male","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Manchester","140","130","33760","27570"
"Leaver CS","2021","Male","Declared non-disabled","Medway","40","30","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
