"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Greater Manchester South West","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leeds","50","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Manchester","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tower Hamlets","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Tyneside","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Unknown","210","210","33410","32000"
"Leaver Dept.","2021","Female","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Westminster","720","610","42640","38540"
"Leaver Dept.","2021","Female","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","York","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Durham CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Suffolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Westminster","150","140","43000","37520"
"Leaver Dept.","2021","Male","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","Worcestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared disabled","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","180","180","35530","32710"
"Leaver Dept.","2021","Male","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Birmingham","80","80","29000","23900"
"Leaver Dept.","2021","Male","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Camden and City of London","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cardiff and Vale of Glamorgan","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Croydon","70","70","39060","34250"
"Leaver Dept.","2021","Male","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Declared non-disabled","Dorset CC","[c]","[c]","[c]","[c]"
