"Status","Year","Ethnicity","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Other ethnicity","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - East","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Northumberland and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - South","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - South","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - West and North West","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - West and North West","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Midlands","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","20-29","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","30-39","50","50","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Merseyside","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Merseyside","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
