"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Defence Equipment and Support","50","50","32720","32240"
"Leaver Dept.","2021","Science and Engineering","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Cabinet Office (excl. agencies)","770","750","38930","32320"
"Leaver Dept.","2021","Unknown","Female","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Department for Transport (excl. agencies)","90","80","45790","42460"
"Leaver Dept.","2021","Unknown","Female","Department for Work and Pensions (excl. agencies)","800","750","29810","27570"
"Leaver Dept.","2021","Unknown","Female","Department of Health and Social Care (excl. agencies)","100","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Foreign, Commonwealth and Development Office (excl. agencies)","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Prison and Probation Service","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","HM Revenue and Customs (excl. agencies)","870","830","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Home Office (incl. agencies)","150","130","34100","29860"
"Leaver Dept.","2021","Unknown","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Cabinet Office (excl. agencies)","600","600","40600","32910"
"Leaver Dept.","2021","Unknown","Male","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Department for Transport (excl. agencies)","110","110","44620","42460"
"Leaver Dept.","2021","Unknown","Male","Department for Work and Pensions (excl. agencies)","550","550","30500","27570"
"Leaver Dept.","2021","Unknown","Male","Department of Health and Social Care (excl. agencies)","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Foreign and Commonwealth Office (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Foreign, Commonwealth and Development Office (excl. agencies)","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","HM Revenue and Customs (excl. agencies)","750","740","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Home Office (incl. agencies)","130","110","34110","28230"
"Leaver Dept.","2021","Unknown","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Defence Equipment and Support","50","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Department of Health and Social Care (excl. agencies)","100","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
