"Status","Year","Sex","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Female","White","Scotland","1310","1100","30410","27570"
"Leaver CS","2022","Female","White","South East (England)","1620","1390","29510","27570"
"Leaver CS","2022","Female","White","South West (England)","1420","1230","30950","27570"
"Leaver CS","2022","Female","White","Unknown","280","210","25470","21840"
"Leaver CS","2022","Female","White","Wales","870","720","29190","24630"
"Leaver CS","2022","Female","White","West Midlands (England)","990","840","32170","27570"
"Leaver CS","2022","Female","White","Yorkshire and The Humber","1280","1060","29780","27570"
"Leaver CS","2022","Male","Asian","East Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2022","Male","Asian","East of England","50","50","[c]","[c]"
"Leaver CS","2022","Male","Asian","London","480","440","39290","31830"
"Leaver CS","2022","Male","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","North West (England)","100","90","28200","25040"
"Leaver CS","2022","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","South East (England)","70","70","32800","28320"
"Leaver CS","2022","Male","Asian","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Asian","West Midlands (England)","110","100","29620","27570"
"Leaver CS","2022","Male","Asian","Yorkshire and The Humber","100","90","27520","25600"
"Leaver CS","2022","Male","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","London","270","260","35380","31060"
"Leaver CS","2022","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","North West (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","South East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Black","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Black","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","London","130","120","40300","33610"
"Leaver CS","2022","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","South East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Male","Mixed","South West (England)","50","40","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","London","60","60","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","East of England","70","60","33090","27900"
"Leaver CS","2022","Male","Undeclared","London","230","210","45990","40790"
"Leaver CS","2022","Male","Undeclared","North East (England)","40","30","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","North West (England)","90","80","30930","26120"
"Leaver CS","2022","Male","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Scotland","80","80","33400","31080"
"Leaver CS","2022","Male","Undeclared","South East (England)","130","110","33380","29530"
"Leaver CS","2022","Male","Undeclared","South West (England)","140","130","36040","35340"
"Leaver CS","2022","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Wales","80","80","29660","26780"
"Leaver CS","2022","Male","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Undeclared","Yorkshire and The Humber","70","60","31810","27570"
"Leaver CS","2022","Male","Unknown","East Midlands (England)","190","180","25840","23430"
"Leaver CS","2022","Male","Unknown","East of England","200","180","28970","26530"
"Leaver CS","2022","Male","Unknown","London","1040","890","42090","34710"
"Leaver CS","2022","Male","Unknown","North East (England)","240","220","27510","24250"
"Leaver CS","2022","Male","Unknown","North West (England)","420","400","29910","25120"
"Leaver CS","2022","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Unknown","Scotland","530","490","32560","28990"
"Leaver CS","2022","Male","Unknown","South East (England)","360","340","29100","25960"
"Leaver CS","2022","Male","Unknown","South West (England)","360","360","29680","26590"
"Leaver CS","2022","Male","Unknown","Unknown","380","330","36720","32700"
"Leaver CS","2022","Male","Unknown","Wales","210","200","29620","26130"
"Leaver CS","2022","Male","Unknown","West Midlands (England)","260","250","28310","25000"
"Leaver CS","2022","Male","Unknown","Yorkshire and The Humber","400","350","33080","27570"
"Leaver CS","2022","Male","White","East Midlands (England)","640","600","31890","27570"
"Leaver CS","2022","Male","White","East of England","920","860","32430","27570"
"Leaver CS","2022","Male","White","London","2100","1910","46630","40220"
"Leaver CS","2022","Male","White","North East (England)","710","640","28200","21680"
"Leaver CS","2022","Male","White","North West (England)","1410","1280","30280","26520"
"Leaver CS","2022","Male","White","Northern Ireland","100","90","28310","22130"
"Leaver CS","2022","Male","White","Overseas","60","50","[c]","[c]"
"Leaver CS","2022","Male","White","Scotland","1190","1100","34150","27570"
"Leaver CS","2022","Male","White","South East (England)","1650","1530","31890","27570"
"Leaver CS","2022","Male","White","South West (England)","1540","1450","34710","32210"
"Leaver CS","2022","Male","White","Unknown","190","170","30710","26350"
"Leaver CS","2022","Male","White","Wales","730","670","34890","27570"
"Leaver CS","2022","Male","White","West Midlands (England)","740","690","32350","27570"
"Leaver CS","2022","Male","White","Yorkshire and The Humber","1020","920","32200","27570"
"Leaver CS","2022","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","White","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","London","320","300","39820","34670"
"Leaver Dept.","2021","Female","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","North West (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","West Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Asian","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","London","220","210","36300","33260"
"Leaver Dept.","2021","Female","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","London","120","110","42910","38700"
"Leaver Dept.","2021","Female","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","London","90","80","41740","37840"
"Leaver Dept.","2021","Female","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","London","780","670","42990","38750"
"Leaver Dept.","2021","Female","Unknown","North East (England)","70","70","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","North West (England)","130","120","26560","24250"
"Leaver Dept.","2021","Female","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Scotland","90","90","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","South West (England)","80","70","35470","30770"
"Leaver Dept.","2021","Female","Unknown","Unknown","220","220","33340","32000"
"Leaver Dept.","2021","Female","Unknown","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","West Midlands (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","Female","Unknown","Yorkshire and The Humber","100","80","33770","32430"
"Leaver Dept.","2021","Female","White","East Midlands (England)","80","80","26870","23740"
"Leaver Dept.","2021","Female","White","East of England","80","80","32280","28940"
"Leaver Dept.","2021","Female","White","London","1360","1270","47250","42170"
"Leaver Dept.","2021","Female","White","North East (England)","290","270","26350","23850"
"Leaver Dept.","2021","Female","White","North West (England)","380","360","30590","27570"
"Leaver Dept.","2021","Female","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","White","Scotland","250","240","30200","27570"
"Leaver Dept.","2021","Female","White","South East (England)","170","160","31900","29270"
"Leaver Dept.","2021","Female","White","South West (England)","290","270","33720","29670"
"Leaver Dept.","2021","Female","White","Unknown","130","130","36660","32000"
"Leaver Dept.","2021","Female","White","Wales","230","220","30300","27570"
"Leaver Dept.","2021","Female","White","West Midlands (England)","140","140","29330","25770"
"Leaver Dept.","2021","Female","White","Yorkshire and The Humber","200","190","34220","30110"
"Leaver Dept.","2021","Male","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","London","220","210","38920","34550"
"Leaver Dept.","2021","Male","Asian","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","North West (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","West Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","London","90","90","37280","33960"
"Leaver Dept.","2021","Male","Black","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Chinese","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","London","90","90","41740","35070"
"Leaver Dept.","2021","Male","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","London","110","100","43450","38480"
"Leaver Dept.","2021","Male","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","London","680","590","43490","38750"
"Leaver Dept.","2021","Male","Unknown","North East (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","North West (England)","130","120","29530","25190"
"Leaver Dept.","2021","Male","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Scotland","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","South East (England)","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","South West (England)","80","80","35510","32710"
"Leaver Dept.","2021","Male","Unknown","Unknown","200","200","34660","32000"
"Leaver Dept.","2021","Male","Unknown","Wales","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","West Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","Yorkshire and The Humber","80","70","[c]","[c]"
"Leaver Dept.","2021","Male","White","East Midlands (England)","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","White","East of England","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","White","London","1170","1100","46620","41550"
"Leaver Dept.","2021","Male","White","North East (England)","150","150","27990","26890"
"Leaver Dept.","2021","Male","White","North West (England)","270","260","30210","27570"
"Leaver Dept.","2021","Male","White","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Overseas","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","White","Scotland","170","160","30050","27570"
"Leaver Dept.","2021","Male","White","South East (England)","120","120","36250","30250"
"Leaver Dept.","2021","Male","White","South West (England)","280","270","35290","32290"
"Leaver Dept.","2021","Male","White","Unknown","90","90","39750","32000"
"Leaver Dept.","2021","Male","White","Wales","170","170","33330","29550"
"Leaver Dept.","2021","Male","White","West Midlands (England)","90","90","30990","26560"
"Leaver Dept.","2021","Male","White","Yorkshire and The Humber","150","140","33960","31430"
"Leaver Dept.","2021","Unknown","Asian","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Asian","East Midlands (England)","40","30","[c]","[c]"
