"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Kensington & Chelsea and Hammersmith & Fulham","Unknown","110","100","31670","31060"
"In post","2021","Female","Kent Thames Gateway","Heterosexual / straight","500","470","29020","29290"
"In post","2021","Female","Kent Thames Gateway","LGBO","40","40","[c]","[c]"
"In post","2021","Female","Kent Thames Gateway","Undeclared","70","60","29080","29290"
"In post","2021","Female","Kent Thames Gateway","Unknown","150","140","26630","27850"
"In post","2021","Female","Kingston upon Hull, City of","Heterosexual / straight","730","620","27540","27130"
"In post","2021","Female","Kingston upon Hull, City of","LGBO","40","40","[c]","[c]"
"In post","2021","Female","Kingston upon Hull, City of","Undeclared","110","90","27730","27470"
"In post","2021","Female","Kingston upon Hull, City of","Unknown","210","180","26640","27080"
"In post","2021","Female","Lambeth","Heterosexual / straight","1820","1690","41770","37210"
"In post","2021","Female","Lambeth","LGBO","110","100","38340","36200"
"In post","2021","Female","Lambeth","Undeclared","270","250","41060","36330"
"In post","2021","Female","Lambeth","Unknown","400","360","46870","39560"
"In post","2021","Female","Lancaster and Wyre","Heterosexual / straight","440","390","27980","26670"
"In post","2021","Female","Lancaster and Wyre","LGBO","30","30","[c]","[c]"
"In post","2021","Female","Lancaster and Wyre","Undeclared","40","30","[c]","[c]"
"In post","2021","Female","Lancaster and Wyre","Unknown","100","90","25540","26670"
"In post","2021","Female","Leeds","Heterosexual / straight","3890","3540","32800","28590"
"In post","2021","Female","Leeds","LGBO","270","260","30800","28970"
"In post","2021","Female","Leeds","Undeclared","430","390","32130","27890"
"In post","2021","Female","Leeds","Unknown","1530","1410","32570","27570"
"In post","2021","Female","Leicester","Heterosexual / straight","980","860","27150","25440"
"In post","2021","Female","Leicester","LGBO","50","40","[c]","[c]"
"In post","2021","Female","Leicester","Undeclared","140","120","26670","24680"
"In post","2021","Female","Leicester","Unknown","400","330","25120","22350"
"In post","2021","Female","Leicestershire CC and Rutland","Heterosexual / straight","740","670","28050","25400"
"In post","2021","Female","Leicestershire CC and Rutland","LGBO","40","40","[c]","[c]"
"In post","2021","Female","Leicestershire CC and Rutland","Undeclared","100","90","26630","25400"
"In post","2021","Female","Leicestershire CC and Rutland","Unknown","170","150","27830","25750"
"In post","2021","Female","Lewisham and Southwark","Heterosexual / straight","580","550","33460","31060"
"In post","2021","Female","Lewisham and Southwark","LGBO","40","40","[c]","[c]"
"In post","2021","Female","Lewisham and Southwark","Undeclared","80","80","36390","31060"
"In post","2021","Female","Lewisham and Southwark","Unknown","100","100","36350","31060"
"In post","2021","Female","Lincolnshire","Heterosexual / straight","1080","990","26400","25030"
"In post","2021","Female","Lincolnshire","LGBO","50","40","[c]","[c]"
"In post","2021","Female","Lincolnshire","Undeclared","160","140","27560","26240"
"In post","2021","Female","Lincolnshire","Unknown","170","150","28050","27570"
"In post","2021","Female","Lisburn and Castlereagh","Heterosexual / straight","150","140","26610","22460"
"In post","2021","Female","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Liverpool","Heterosexual / straight","4510","4050","28300","25040"
"In post","2021","Female","Liverpool","LGBO","160","150","26820","25040"
"In post","2021","Female","Liverpool","Undeclared","390","340","28480","25040"
"In post","2021","Female","Liverpool","Unknown","900","800","28890","25560"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Heterosexual / straight","90","80","27950","27570"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Luton","Heterosexual / straight","240","220","25470","25040"
"In post","2021","Female","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Luton","Unknown","50","50","25410","26670"
"In post","2021","Female","Manchester","Heterosexual / straight","3260","3040","33800","29360"
"In post","2021","Female","Manchester","LGBO","220","210","33200","29730"
"In post","2021","Female","Manchester","Undeclared","390","350","31940","27570"
"In post","2021","Female","Manchester","Unknown","850","780","31360","27570"
"In post","2021","Female","Medway","Heterosexual / straight","550","510","29600","29290"
"In post","2021","Female","Medway","LGBO","50","40","[c]","[c]"
"In post","2021","Female","Medway","Undeclared","50","50","29940","29290"
"In post","2021","Female","Medway","Unknown","140","120","28940","29290"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","280","260","30200","31060"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Merton, Kingston upon Thames and Sutton","Unknown","80","80","28520","30580"
"In post","2021","Female","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Mid Kent","Heterosexual / straight","370","330","29470","28200"
"In post","2021","Female","Mid Kent","LGBO","30","30","[c]","[c]"
"In post","2021","Female","Mid Kent","Undeclared","50","50","30120","29290"
"In post","2021","Female","Mid Kent","Unknown","60","50","28800","28130"
"In post","2021","Female","Mid Lancashire","Heterosexual / straight","2100","1840","27960","25560"
"In post","2021","Female","Mid Lancashire","LGBO","90","80","27380","24800"
"In post","2021","Female","Mid Lancashire","Undeclared","290","240","27000","25560"
"In post","2021","Female","Mid Lancashire","Unknown","740","610","24670","21440"
"In post","2021","Female","Milton Keynes","Heterosexual / straight","710","660","31060","27570"
"In post","2021","Female","Milton Keynes","LGBO","70","60","29120","27570"
"In post","2021","Female","Milton Keynes","Undeclared","90","90","30700","27610"
"In post","2021","Female","Milton Keynes","Unknown","130","120","27400","27570"
"In post","2021","Female","Monmouthshire and Newport","Heterosexual / straight","2010","1830","32320","29540"
"In post","2021","Female","Monmouthshire and Newport","LGBO","90","90","32020","29540"
"In post","2021","Female","Monmouthshire and Newport","Undeclared","120","110","31990","27570"
"In post","2021","Female","Monmouthshire and Newport","Unknown","870","790","29040","26920"
"In post","2021","Female","Na h-Eileanan Siar","Heterosexual / straight","80","70","24760","21010"
"In post","2021","Female","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Heterosexual / straight","380","320","25860","25490"
"In post","2021","Female","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and North East Lincolnshire","Undeclared","60","50","25050","25490"
"In post","2021","Female","North and North East Lincolnshire","Unknown","100","90","24790","26440"
"In post","2021","Female","North and West Norfolk","Heterosexual / straight","320","290","25890","25250"
"In post","2021","Female","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","North and West Norfolk","Unknown","50","40","[c]","[c]"
"In post","2021","Female","North Hampshire","Heterosexual / straight","440","400","28900","26780"
"In post","2021","Female","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Hampshire","Undeclared","80","70","29380","26670"
"In post","2021","Female","North Hampshire","Unknown","60","60","33300","27570"
"In post","2021","Female","North Lanarkshire","Heterosexual / straight","1070","900","26000","21460"
"In post","2021","Female","North Lanarkshire","LGBO","30","30","[c]","[c]"
"In post","2021","Female","North Lanarkshire","Undeclared","180","140","25130","21440"
"In post","2021","Female","North Lanarkshire","Unknown","470","400","23840","21010"
"In post","2021","Female","North Northamptonshire","Heterosexual / straight","250","210","25210","27570"
"In post","2021","Female","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Northamptonshire","Unknown","70","60","24620","21010"
"In post","2021","Female","North Nottinghamshire","Heterosexual / straight","370","340","29030","27570"
"In post","2021","Female","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Undeclared","40","40","[c]","[c]"
"In post","2021","Female","North Nottinghamshire","Unknown","80","70","26480","27570"
"In post","2021","Female","North Yorkshire CC","Heterosexual / straight","690","630","28960","26670"
"In post","2021","Female","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","North Yorkshire CC","Undeclared","90","80","28010","27570"
"In post","2021","Female","North Yorkshire CC","Unknown","100","90","28780","27570"
"In post","2021","Female","Northumberland","Heterosexual / straight","190","170","27380","27570"
"In post","2021","Female","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northumberland","Unknown","30","20","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Heterosexual / straight","650","570","28180","27570"
"In post","2021","Female","Norwich and East Norfolk","LGBO","30","30","[c]","[c]"
"In post","2021","Female","Norwich and East Norfolk","Undeclared","80","70","28910","27570"
"In post","2021","Female","Norwich and East Norfolk","Unknown","180","150","29460","27570"
"In post","2021","Female","Nottingham","Heterosexual / straight","2830","2570","32040","27570"
"In post","2021","Female","Nottingham","LGBO","160","160","30730","27570"
"In post","2021","Female","Nottingham","Undeclared","390","350","30900","27570"
"In post","2021","Female","Nottingham","Unknown","1040","950","28970","25980"
"In post","2021","Female","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Overseas","Heterosexual / straight","950","940","49570","50940"
"In post","2021","Female","Overseas","LGBO","50","50","47100","41460"
"In post","2021","Female","Overseas","Undeclared","140","140","45590","40330"
"In post","2021","Female","Overseas","Unknown","360","360","49730","46620"
"In post","2021","Female","Oxfordshire","Heterosexual / straight","1010","920","30980","27570"
"In post","2021","Female","Oxfordshire","LGBO","50","40","[c]","[c]"
"In post","2021","Female","Oxfordshire","Undeclared","130","120","32690","29200"
"In post","2021","Female","Oxfordshire","Unknown","260","230","33080","28380"
"In post","2021","Female","Perth and Kinross and Stirling","Heterosexual / straight","270","250","29340","27570"
"In post","2021","Female","Perth and Kinross and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Perth and Kinross and Stirling","Undeclared","60","50","32550","27570"
"In post","2021","Female","Perth and Kinross and Stirling","Unknown","270","250","29350","27570"
"In post","2021","Female","Peterborough","Heterosexual / straight","780","680","27520","24890"
"In post","2021","Female","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Peterborough","Undeclared","110","100","27190","26310"
"In post","2021","Female","Peterborough","Unknown","110","90","27310","26120"
"In post","2021","Female","Plymouth","Heterosexual / straight","960","850","29590","27570"
