"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Unknown","Counter Fraud","310","310","30380","26820"
"In post","2022","20-29","Unknown","Debt","40","40","[c]","[c]"
"In post","2022","20-29","Unknown","Digital, Data & Technology","300","300","40430","37260"
"In post","2022","20-29","Unknown","Finance","80","80","39020","37610"
"In post","2022","20-29","Unknown","Human Resources","280","280","31920","28330"
"In post","2022","20-29","Unknown","Legal","40","40","[c]","[c]"
"In post","2022","20-29","Unknown","No function","3440","3420","32500","29250"
"In post","2022","20-29","Unknown","Project Delivery","80","80","38470","34550"
"In post","2022","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Security","200","200","28920","26670"
"In post","2022","20-29","Unknown","Unknown","2880","2840","30050","27940"
"In post","2022","20-29","Veterinarian","No function","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Commercial","1040","1000","38910","37420"
"In post","2022","30-39","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Finance","100","100","37540","33150"
"In post","2022","30-39","Commercial","No function","130","120","43570","42630"
"In post","2022","30-39","Commercial","Project Delivery","220","210","36110","35300"
"In post","2022","30-39","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Communications","990","960","43810","40650"
"In post","2022","30-39","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","No function","50","50","39960","36640"
"In post","2022","30-39","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Communications","Unknown","120","110","46340","44200"
"In post","2022","30-39","Corporate Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Finance","30","30","[c]","[c]"
"In post","2022","30-39","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Counter Fraud","840","790","29160","27570"
"In post","2022","30-39","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Counter Fraud","Unknown","40","40","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Analysis","50","50","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Digital, Data & Technology","4000","3930","41270","38550"
"In post","2022","30-39","Digital, Data and Technology","Finance","50","50","37140","36500"
"In post","2022","30-39","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","No function","50","50","43550","41990"
"In post","2022","30-39","Digital, Data and Technology","Project Delivery","40","40","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Digital, Data and Technology","Unknown","450","440","46450","42170"
"In post","2022","30-39","Economics","Analysis","310","290","56630","55410"
"In post","2022","30-39","Economics","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Economics","No function","120","120","56340","57850"
"In post","2022","30-39","Economics","Project Delivery","40","40","[c]","[c]"
"In post","2022","30-39","Economics","Unknown","30","30","[c]","[c]"
"In post","2022","30-39","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Finance","1830","1760","41470","38330"
"In post","2022","30-39","Finance","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","No function","50","50","[c]","[c]"
"In post","2022","30-39","Finance","Project Delivery","60","50","44490","45000"
"In post","2022","30-39","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Finance","Unknown","450","430","38790","33300"
"In post","2022","30-39","Geography","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Geography","No function","100","100","32700","33290"
"In post","2022","30-39","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Human Resources","1870","1780","37680","33380"
"In post","2022","30-39","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Human Resources","Unknown","200","190","38440","35070"
"In post","2022","30-39","Inspector of Education and Training","No function","100","100","58060","51360"
"In post","2022","30-39","Inspector of Education and Training","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Intelligence Analysis","Counter Fraud","80","80","38570","37770"
"In post","2022","30-39","Intelligence Analysis","No function","140","130","30920","27380"
"In post","2022","30-39","Intelligence Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Intelligence Analysis","Security","270","260","40110","37560"
"In post","2022","30-39","Intelligence Analysis","Unknown","330","310","29240","27370"
"In post","2022","30-39","Internal Audit","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Internal Audit","120","120","43460","40580"
"In post","2022","30-39","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","International Trade","No function","520","520","49710","51730"
"In post","2022","30-39","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Digital, Data & Technology","160","150","33510","33000"
"In post","2022","30-39","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","No function","160","160","37050","31990"
"In post","2022","30-39","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Knowledge and Information Management","Unknown","50","40","[c]","[c]"
"In post","2022","30-39","Legal","Counter Fraud","770","760","31820","31020"
"In post","2022","30-39","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Legal","2080","1990","52890","51830"
"In post","2022","30-39","Legal","No function","230","220","38710","36050"
"In post","2022","30-39","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Unknown","50","50","57370","61440"
"In post","2022","30-39","Medicine","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","No function","120","110","64770","55860"
"In post","2022","30-39","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Unknown","460","400","40810","39030"
"In post","2022","30-39","Operational Delivery","Analysis","230","220","36550","34260"
"In post","2022","30-39","Operational Delivery","Commercial","80","80","39430","37240"
"In post","2022","30-39","Operational Delivery","Communications","580","560","30730","26820"
"In post","2022","30-39","Operational Delivery","Counter Fraud","740","710","31050","30750"
"In post","2022","30-39","Operational Delivery","Debt","590","540","23980","21250"
"In post","2022","30-39","Operational Delivery","Digital, Data & Technology","120","110","38670","36130"
"In post","2022","30-39","Operational Delivery","Finance","240","230","29410","26820"
"In post","2022","30-39","Operational Delivery","Grants Management","440","400","24120","21300"
"In post","2022","30-39","Operational Delivery","Human Resources","290","280","29630","27570"
"In post","2022","30-39","Operational Delivery","Legal","460","420","26800","25480"
"In post","2022","30-39","Operational Delivery","No function","40980","38320","28470","27570"
"In post","2022","30-39","Operational Delivery","Project Delivery","430","410","35430","33370"
"In post","2022","30-39","Operational Delivery","Property","270","260","28950","22130"
"In post","2022","30-39","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Unknown","6220","5850","27650","25220"
"In post","2022","30-39","Operational Research","Analysis","220","210","46300","47010"
"In post","2022","30-39","Operational Research","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","No function","80","70","44120","47010"
"In post","2022","30-39","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Analysis","130","120","55680","53620"
"In post","2022","30-39","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Counter Fraud","60","60","42850","40520"
"In post","2022","30-39","Other","Debt","450","390","22480","21260"
"In post","2022","30-39","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Legal","110","100","32480","27580"
"In post","2022","30-39","Other","No function","1620","1540","32940","27570"
"In post","2022","30-39","Other","Project Delivery","690","650","33740","32120"
"In post","2022","30-39","Other","Property","90","90","29880","29890"
"In post","2022","30-39","Other","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Unknown","2120","2040","30920","26750"
"In post","2022","30-39","Planning","No function","50","50","[c]","[c]"
"In post","2022","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectors","No function","60","50","48420","47660"
"In post","2022","30-39","Policy","Analysis","180","170","51180","52150"
"In post","2022","30-39","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Digital, Data & Technology","80","80","45290","40230"
"In post","2022","30-39","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","No function","6890","6710","48560","51720"
"In post","2022","30-39","Policy","Project Delivery","610","590","52660","53000"
"In post","2022","30-39","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Security","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Unknown","1690","1650","47140","44000"
"In post","2022","30-39","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","30-39","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","No function","140","130","44680","42940"
"In post","2022","30-39","Project Delivery","Project Delivery","2970","2880","41840","40050"
"In post","2022","30-39","Project Delivery","Property","[c]","[c]","[c]","[c]"
