"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","20-29","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","No function","90","90","27550","28000"
"Leaver CS","2021","20-29","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","1550","1420","25310","24110"
"Leaver CS","2021","30-39","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Communications","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Digital, Data & Technology","80","80","44120","41340"
"Leaver CS","2021","30-39","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Human Resources","50","40","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Legal","Legal","80","70","49620","51190"
"Leaver CS","2021","30-39","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Medicine","Unknown","50","40","36020","33180"
"Leaver CS","2021","30-39","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Legal","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","No function","1210","1140","27720","22810"
"Leaver CS","2021","30-39","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Delivery","Unknown","120","100","28230","24890"
"Leaver CS","2021","30-39","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other","Unknown","140","130","27810","28410"
"Leaver CS","2021","30-39","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","No function","140","130","43890","40050"
"Leaver CS","2021","30-39","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Policy","Unknown","60","60","46560","45780"
"Leaver CS","2021","30-39","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Project Delivery","Project Delivery","50","50","41650","38570"
"Leaver CS","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Property","Property","30","30","[c]","[c]"
"Leaver CS","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Psychology","No function","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","No function","110","100","32640","32900"
"Leaver CS","2021","30-39","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Security","Security","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","No function","70","70","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","1250","1100","28250","27570"
"Leaver CS","2021","30-39","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Communications","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Digital, Data & Technology","80","70","48910","45350"
"Leaver CS","2021","40-49","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Human Resources","Human Resources","50","50","41460","40860"
"Leaver CS","2021","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Legal","Legal","50","40","52050","54200"
"Leaver CS","2021","40-49","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Medicine","Unknown","60","50","43630","37890"
"Leaver CS","2021","40-49","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","No function","860","790","29630","24250"
"Leaver CS","2021","40-49","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Delivery","Unknown","80","70","29470","25590"
"Leaver CS","2021","40-49","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Other","Unknown","140","140","30730","29930"
"Leaver CS","2021","40-49","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","No function","70","70","56120","53200"
"Leaver CS","2021","40-49","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Policy","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Property","Property","30","30","[c]","[c]"
"Leaver CS","2021","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","No function","80","70","36590","36170"
"Leaver CS","2021","40-49","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","No function","60","50","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","1340","1170","29300","26890"
"Leaver CS","2021","40-49","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Commercial","40","30","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Communications","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Finance","60","50","45240","40540"
"Leaver CS","2021","50-59","Finance","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Human Resources","50","50","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal","Legal","100","90","57910","55610"
"Leaver CS","2021","50-59","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicine","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Legal","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","No function","1300","1190","31090","25840"
"Leaver CS","2021","50-59","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Delivery","Unknown","170","150","30480","27240"
"Leaver CS","2021","50-59","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Operational Research","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Other","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Other","Unknown","260","250","29680","27080"
"Leaver CS","2021","50-59","Planning","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","No function","70","60","57310","53030"
"Leaver CS","2021","50-59","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Policy","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Project Delivery","80","80","47760","40580"
"Leaver CS","2021","50-59","Project Delivery","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Property","Property","100","90","34210","31380"
"Leaver CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Psychology","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","No function","60","60","44900","40560"
"Leaver CS","2021","50-59","Science and Engineering","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Security","Security","100","100","33770","38120"
"Leaver CS","2021","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Statistics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","120","100","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","3260","2860","30580","27570"
"Leaver CS","2021","50-59","Veterinarian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Communications","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Digital, Data & Technology","50","40","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Finance","50","50","44460","41500"
"Leaver CS","2021","60-64","Finance","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Human Resources","60","60","40120","37640"
"Leaver CS","2021","60-64","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
