"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","G6/G7","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Inner London - West","450","350","59040","57440"
"Leaver Dept.","2021","G6/G7","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Inner London - West","110","100","89000","77550"
"Leaver Dept.","2021","SCS","No function","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","No function","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Inner London - West","90","70","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Inner London - West","90","90","34730","33990"
"Leaver Dept.","2021","SEO/HEO","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Inner London - West","80","80","37870","36800"
"Leaver Dept.","2021","SEO/HEO","Communications","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Communications","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Inner London - West","30","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Grants Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Inner London - West","90","90","34760","33440"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Legal","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
