"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Declared non-disabled","Swansea","Unknown","70","60","25820","27570"
"New entrant CS","2021","Declared non-disabled","Swindon","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Swindon","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Telford and Wrekin","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Thurrock","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Torbay","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Torbay","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Torbay","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Analysis","60","60","37830","34960"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Digital, Data & Technology","100","100","48960","50000"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Legal","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","No function","140","140","36050","29080"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Project Delivery","60","60","43180","39530"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tower Hamlets","Unknown","140","140","33110","31060"
"New entrant CS","2021","Declared non-disabled","Tyneside","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Communications","140","140","26440","25560"
"New entrant CS","2021","Declared non-disabled","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Debt","90","90","20450","20140"
"New entrant CS","2021","Declared non-disabled","Tyneside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","No function","130","120","26890","22920"
"New entrant CS","2021","Declared non-disabled","Tyneside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Tyneside","Unknown","730","720","23940","21010"
"New entrant CS","2021","Declared non-disabled","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","220","220","28300","27570"
"New entrant CS","2021","Declared non-disabled","Wakefield","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wakefield","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wakefield","No function","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wakefield","Unknown","50","50","26520","27570"
"New entrant CS","2021","Declared non-disabled","Walsall","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Walsall","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Walsall","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Walsall","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wandsworth","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wandsworth","No function","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wandsworth","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","No function","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warrington","Unknown","90","90","27560","27570"
"New entrant CS","2021","Declared non-disabled","Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Warwickshire","Unknown","50","50","25930","27570"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Essex","No function","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Essex","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Kent","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Kent","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Lothian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Lothian","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Lothian","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Northamptonshire","No function","50","50","21100","22850"
"New entrant CS","2021","Declared non-disabled","West Northamptonshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Northamptonshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","No function","130","120","26130","24370"
"New entrant CS","2021","Declared non-disabled","West Surrey","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Surrey","Unknown","100","100","29480","29290"
"New entrant CS","2021","Declared non-disabled","West Sussex (North East)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (North East)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (North East)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (North East)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (North East)","Unknown","100","100","26690","27570"
"New entrant CS","2021","Declared non-disabled","West Sussex (South West)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (South West)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (South West)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","West Sussex (South West)","Unknown","70","60","27120","27570"
"New entrant CS","2021","Declared non-disabled","Westminster","Analysis","300","290","34390","32540"
"New entrant CS","2021","Declared non-disabled","Westminster","Commercial","70","70","44370","40810"
"New entrant CS","2021","Declared non-disabled","Westminster","Communications","110","110","37950","34550"
"New entrant CS","2021","Declared non-disabled","Westminster","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Westminster","Digital, Data & Technology","130","130","48250","43190"
"New entrant CS","2021","Declared non-disabled","Westminster","Finance","100","100","41410","34020"
"New entrant CS","2021","Declared non-disabled","Westminster","Human Resources","120","120","36420","32540"
"New entrant CS","2021","Declared non-disabled","Westminster","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Westminster","Legal","240","230","42870","43920"
"New entrant CS","2021","Declared non-disabled","Westminster","No function","1660","1650","36830","33570"
"New entrant CS","2021","Declared non-disabled","Westminster","Project Delivery","170","170","43610","35060"
"New entrant CS","2021","Declared non-disabled","Westminster","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Westminster","Security","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Westminster","Unknown","380","380","34930","31060"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","No function","310","280","30000","25850"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Project Delivery","70","70","32340","33000"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wiltshire","Unknown","190","180","27600","27570"
"New entrant CS","2021","Declared non-disabled","Wirral","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wirral","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wirral","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wirral","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wirral","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wolverhampton","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wolverhampton","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Wolverhampton","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","No function","130","120","24060","22850"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Worcestershire","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","No function","140","140","33240","26370"
"New entrant CS","2021","Declared non-disabled","York","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","York","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Angus and Dundee City","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnet","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnet","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnet","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnet","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bedford","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bedford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Belfast","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bexley and Greenwich","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","No function","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bradford","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bradford","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Breckland and South Norfolk","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Brent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Brent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bromley","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Bromley","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Buckinghamshire CC","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Buckinghamshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Buckinghamshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cheshire East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","City of Edinburgh","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Coventry","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Coventry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Croydon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Croydon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Darlington","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Derby","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Derby","Unknown","[c]","[c]","[c]","[c]"
