"Status","Year","Responsibility_level","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Operational Delivery","50","50","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Tax","120","120","57070","55210"
"In post","2022","G6/G7","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Digital, Data and Technology","630","620","57450","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Finance","120","110","57480","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Human Resources","60","50","54140","54950"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Legal","110","100","54780","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Operational Delivery","260","260","55000","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Policy","110","110","53940","52150"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Project Delivery","310","300","56320","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Property","40","40","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Statistics","40","40","[c]","[c]"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Tax","230","220","57370","55210"
"In post","2022","G6/G7","Northumberland, and Tyne and Wear","Unknown","90","90","57110","54960"
"In post","2022","G6/G7","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Digital, Data and Technology","350","350","64020","61930"
"In post","2022","G6/G7","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Finance","70","70","64520","62120"
"In post","2022","G6/G7","Outer London - South","Human Resources","120","120","63060","62120"
"In post","2022","G6/G7","Outer London - South","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Legal","80","80","68210","66050"
"In post","2022","G6/G7","Outer London - South","Operational Delivery","320","310","63600","62120"
"In post","2022","G6/G7","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Other","100","90","63650","60020"
"In post","2022","G6/G7","Outer London - South","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Policy","160","150","65100","62120"
"In post","2022","G6/G7","Outer London - South","Project Delivery","260","260","62120","57680"
"In post","2022","G6/G7","Outer London - South","Property","40","30","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - South","Tax","200","190","65590","62120"
"In post","2022","G6/G7","Outer London - South","Unknown","90","90","67030","64500"
"In post","2022","G6/G7","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Digital, Data and Technology","60","60","61800","63050"
"In post","2022","G6/G7","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Operational Delivery","160","150","58310","57460"
"In post","2022","G6/G7","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Science and Engineering","160","150","59080","55130"
"In post","2022","G6/G7","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Outer London - West and North West","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Economics","30","30","[c]","[c]"
"In post","2022","G6/G7","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","International Trade","90","90","57020","54700"
"In post","2022","G6/G7","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Medicine","40","30","[c]","[c]"
"In post","2022","G6/G7","Overseas","Operational Delivery","40","40","[c]","[c]"
"In post","2022","G6/G7","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Other","110","110","64310","64840"
"In post","2022","G6/G7","Overseas","Policy","790","780","58530","56800"
"In post","2022","G6/G7","Overseas","Project Delivery","70","70","58550","56110"
"In post","2022","G6/G7","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Digital, Data and Technology","130","120","57630","55210"
"In post","2022","G6/G7","Shropshire and Staffordshire","Finance","50","50","57820","55210"
"In post","2022","G6/G7","Shropshire and Staffordshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Legal","50","40","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Medicine","30","30","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Operational Delivery","80","80","61870","56270"
"In post","2022","G6/G7","Shropshire and Staffordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Project Delivery","80","80","58040","55210"
"In post","2022","G6/G7","Shropshire and Staffordshire","Property","50","50","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Unknown","40","40","[c]","[c]"
"In post","2022","G6/G7","Shropshire and Staffordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Commercial","50","50","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Digital, Data and Technology","280","280","57230","56550"
"In post","2022","G6/G7","South Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Finance","90","90","55440","52150"
"In post","2022","G6/G7","South Yorkshire","Human Resources","50","50","54850","52070"
"In post","2022","G6/G7","South Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Legal","50","50","54570","55610"
"In post","2022","G6/G7","South Yorkshire","Operational Delivery","180","180","56030","52280"
"In post","2022","G6/G7","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Policy","340","320","54480","50630"
"In post","2022","G6/G7","South Yorkshire","Project Delivery","70","60","53330","52050"
"In post","2022","G6/G7","South Yorkshire","Property","60","60","55680","51460"
"In post","2022","G6/G7","South Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
