"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Ealing","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Ayrshire and North Ayrshire mainland","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Cumbria","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","50","26820","27570"
"New entrant CS","2021","East Derbyshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Derbyshire","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence (excl. agencies)","Ministry of Defence","90","80","25340","23540"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","230","220","27130","29290"
"New entrant CS","2021","East Kent","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Home Office (incl. agencies)","Home Office","180","180","24310","24880"
"New entrant CS","2021","East Kent","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Kent","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lancashire","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Lothian and Midlothian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","120","120","26520","27570"
"New entrant CS","2021","East Merseyside","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Merseyside","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","HM Prison and Probation Service","Ministry of Justice","90","90","21950","20600"
"New entrant CS","2021","East Riding of Yorkshire","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Ministry of Defence (excl. agencies)","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","East Riding of Yorkshire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","60","28340","29290"
"New entrant CS","2021","East Surrey","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","HM Prison and Probation Service","Ministry of Justice","90","90","27540","30420"
"New entrant CS","2021","East Surrey","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Surrey","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","230","220","24130","21010"
"New entrant CS","2021","East Sussex CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","HM Prison and Probation Service","Ministry of Justice","90","80","23840","25850"
"New entrant CS","2021","East Sussex CC","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Sussex CC","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","120","30450","31060"
"New entrant CS","2021","Enfield","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Enfield","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","70","28140","29290"
"New entrant CS","2021","Essex Haven Gateway","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Ministry of Defence (excl. agencies)","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Haven Gateway","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","120","120","27500","29290"
"New entrant CS","2021","Essex Thames Gateway","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Essex Thames Gateway","HM Prison and Probation Service","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Falkirk","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","120","110","21820","21010"
"New entrant CS","2021","Falkirk","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Falkirk","Scottish Prison Service","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2021","Fermanagh and Omagh","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Flintshire and Wrexham","HM Prison and Probation Service","Ministry of Justice","130","130","22640","22850"
