"Status","Year","Region_ITL3","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Belfast","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland Office","No function","60","60","37970","34990"
"In post","2021","Belfast","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Legal","130","120","43640","40000"
"In post","2021","Berkshire","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","90","80","41520","36970"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for International Trade","No function","70","70","43490","38540"
"In post","2021","Berkshire","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Work and Pensions (excl. agencies)","Unknown","460","420","29410","29290"
"In post","2021","Berkshire","Department of Health and Social Care (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Driver and Vehicle Standards Agency","No function","40","40","[c]","[c]"
"In post","2021","Berkshire","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Courts and Tribunals Service","No function","100","90","22650","22080"
"In post","2021","Berkshire","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Prison and Probation Service","No function","150","140","29230","24800"
"In post","2021","Berkshire","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Counter Fraud","90","80","32030","31810"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","No function","200","180","35270","32520"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Home Office (incl. agencies)","Unknown","50","40","[c]","[c]"
"In post","2021","Berkshire","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Security","630","620","34940","39070"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Unknown","260","250","31820","26930"
"In post","2021","Berkshire","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","No function","110","100","39540","39570"
"In post","2021","Berkshire","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Rural Payments Agency","Grants Management","150","140","28830","25190"
"In post","2021","Berkshire","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Unknown","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Driver and Vehicle Standards Agency","No function","50","50","32900","30780"
"In post","2021","Bexley and Greenwich","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Courts and Tribunals Service","No function","70","60","23130","23500"
"In post","2021","Bexley and Greenwich","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Prison and Probation Service","No function","1090","1060","32120","32600"
"In post","2021","Bexley and Greenwich","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Unknown","90","80","32350","29250"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","No function","80","70","29880","30950"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Legal","470","440","39930","38000"
"In post","2021","Birmingham","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","150","150","40040","36740"
"In post","2021","Birmingham","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","No function","50","40","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
