"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Companies House","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","FCDO Services","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Defence (excl. agencies)","65+","50","50","29170","31250"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Queen Elizabeth II Centre","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scottish Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Serious Fraud Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Health Security Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Animal and Plant Health Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Electronics and Components Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","20-29","80","80","25770","26070"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Equipment and Support","65+","30","20","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","20-29","90","90","24020","23490"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Intellectual Property Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Met Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Ministry of Defence (excl. agencies)","65+","40","40","[c]","[c]"
