"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Isle of Anglesey","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Hampshire and Isle of Wight","AA/AO","80","60","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Isle of Wight","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","AA/AO","70","70","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Kent","AA/AO","140","140","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Kent","EO","30","30","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kent Thames Gateway","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","AA/AO","70","60","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","EO","50","40","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lambeth","Inner London - East","AA/AO","100","100","22210","21820"
"Leaver CS","2022","Lambeth","Inner London - East","EO","170","170","29160","30230"
"Leaver CS","2022","Lambeth","Inner London - East","G6/G7","180","170","58090","55130"
"Leaver CS","2022","Lambeth","Inner London - East","SCS","60","50","101520","97770"
"Leaver CS","2022","Lambeth","Inner London - East","SEO/HEO","350","320","36620","36330"
"Leaver CS","2022","Lambeth","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","AA/AO","60","60","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancaster and Wyre","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","West Yorkshire","AA/AO","460","430","20810","21260"
"Leaver CS","2022","Leeds","West Yorkshire","EO","340","280","26120","26850"
"Leaver CS","2022","Leeds","West Yorkshire","G6/G7","150","100","56920","54920"
"Leaver CS","2022","Leeds","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leeds","West Yorkshire","SEO/HEO","300","230","35890","36330"
"Leaver CS","2022","Leeds","West Yorkshire","Unknown","50","30","[c]","[c]"
"Leaver CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","AA/AO","240","210","20870","21260"
"Leaver CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","EO","80","70","[c]","[c]"
"Leaver CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Leicester","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","AA/AO","170","160","20380","20400"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","EO","40","40","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","EO","100","90","29050","29970"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","G6/G7","100","90","58360","54760"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","SEO/HEO","60","60","38990","40070"
"Leaver CS","2022","Lewisham and Southwark","Inner London - East","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Lincolnshire","AA/AO","140","130","20550","20970"
"Leaver CS","2022","Lincolnshire CC","Lincolnshire","EO","80","70","27660","27570"
"Leaver CS","2022","Lincolnshire CC","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Lincolnshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire CC","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lisburn and Castlereagh","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Merseyside","AA/AO","360","300","21030","21430"
"Leaver CS","2022","Liverpool","Merseyside","EO","200","170","26040","25520"
"Leaver CS","2022","Liverpool","Merseyside","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Liverpool","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Liverpool","Merseyside","SEO/HEO","80","70","36720","37450"
"Leaver CS","2022","Liverpool","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Bedfordshire and Hertfordshire","EO","30","30","[c]","[c]"
"Leaver CS","2022","Luton","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Luton","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Greater Manchester","AA/AO","210","190","20660","21180"
"Leaver CS","2022","Manchester","Greater Manchester","EO","190","170","26700","27370"
"Leaver CS","2022","Manchester","Greater Manchester","G6/G7","90","80","58430","55000"
"Leaver CS","2022","Manchester","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Manchester","Greater Manchester","SEO/HEO","170","160","35690","36370"
"Leaver CS","2022","Manchester","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Kent","AA/AO","100","90","[c]","[c]"
"Leaver CS","2022","Medway","Kent","EO","40","40","[c]","[c]"
"Leaver CS","2022","Medway","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medway","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","EO","50","50","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merton, Kingston upon Thames and Sutton","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid and East Antrim","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","EO","40","30","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Kent","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Lancashire","AA/AO","260","210","21120","21260"
"Leaver CS","2022","Mid Lancashire","Lancashire","EO","70","60","26540","27130"
"Leaver CS","2022","Mid Lancashire","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Lancashire","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Mid Lancashire","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","160","150","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","EO","70","60","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","AA/AO","140","120","20340","19610"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","EO","90","80","25310","24030"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","SEO/HEO","110","100","34080","33020"
"Leaver CS","2022","Monmouthshire and Newport","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Na h-Eileanan Siar","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Newry, Mourne and Down","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","East Anglia","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North and West Norfolk","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","EO","30","30","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Hampshire","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","West Central Scotland","AA/AO","150","120","21790","21260"
"Leaver CS","2022","North Lanarkshire","West Central Scotland","EO","50","40","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Lanarkshire","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","EO","40","30","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Nottinghamshire","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","AA/AO","80","80","24370","21170"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","EO","60","50","28580","27570"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","North Yorkshire CC","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","AA/AO","120","110","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","EO","40","30","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Norwich and East Norfolk","East Anglia","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","AA/AO","220","200","20560","20970"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","EO","160","140","26550","27130"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","SEO/HEO","120","100","37190","37260"
"Leaver CS","2022","Nottingham","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Orkney Islands","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Overseas","SEO/HEO","80","70","41090","40580"
"Leaver CS","2022","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","300","290","20780","20830"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","EO","80","80","25630","27210"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","70","60","37520","36460"
"Leaver CS","2022","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","AA/AO","50","50","24880","24980"
"Leaver CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","EO","40","40","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","East Anglia","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Peterborough","East Anglia","EO","50","40","[c]","[c]"
"Leaver CS","2022","Peterborough","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Devon","AA/AO","90","80","23660","22010"
"Leaver CS","2022","Plymouth","Devon","EO","60","60","25520","26670"
"Leaver CS","2022","Plymouth","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Devon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","Devon","SEO/HEO","60","60","39370","38450"
"Leaver CS","2022","Plymouth","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","AA/AO","170","150","22930","21010"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","EO","90","80","27940","27570"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","SEO/HEO","80","70","40480","39030"
"Leaver CS","2022","Portsmouth","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","EO","50","50","30240","31060"
"Leaver CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Merseyside","AA/AO","140","120","20510","21140"
"Leaver CS","2022","Sefton","Merseyside","EO","120","110","26460","27380"
"Leaver CS","2022","Sefton","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","Merseyside","SEO/HEO","80","70","36520","35910"
"Leaver CS","2022","Sefton","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","South Yorkshire","AA/AO","140","130","20950","21260"
"Leaver CS","2022","Sheffield","South Yorkshire","EO","100","90","26860","26950"
"Leaver CS","2022","Sheffield","South Yorkshire","G6/G7","50","50","59540","58130"
"Leaver CS","2022","Sheffield","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","South Yorkshire","SEO/HEO","110","90","35900","35350"
"Leaver CS","2022","Sheffield","South Yorkshire","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","EO","50","40","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","West Midlands","EO","40","30","[c]","[c]"
"Leaver CS","2022","Solihull","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Dorset and Somerset","AA/AO","80","70","20920","20970"
"Leaver CS","2022","Somerset CC","Dorset and Somerset","EO","40","40","[c]","[c]"
"Leaver CS","2022","Somerset CC","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","Dorset and Somerset","SEO/HEO","70","70","36890","35210"
"Leaver CS","2022","Somerset CC","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","AA/AO","60","50","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","EO","40","30","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","AA/AO","220","140","20230","19610"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","EO","110","110","25580","25220"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","SEO/HEO","110","100","34700","36460"
"Leaver CS","2022","South Hampshire","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Southern Scotland","AA/AO","210","170","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Southern Scotland","EO","50","40","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
