"Status","Year","Parent_department","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Declared non-disabled","50","50","51590","49960"
"In post","2021","Northern Ireland Office","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Policy","Unknown","40","40","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Declared non-disabled","60","60","46330","39850"
"In post","2021","Office for Standards in Education","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Declared disabled","60","50","60410","51360"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Declared non-disabled","670","650","67090","75500"
"In post","2021","Office for Standards in Education","Inspector of Education and Training","Unknown","70","70","58530","51360"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Operational Delivery","Declared non-disabled","180","170","29000","25620"
"In post","2021","Office for Standards in Education","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other","Declared non-disabled","210","200","29280","25880"
"In post","2021","Office for Standards in Education","Other","Unknown","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Policy","Declared non-disabled","50","50","52710","42850"
"In post","2021","Office for Standards in Education","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Statistics","Declared non-disabled","100","90","40350","39850"
"In post","2021","Office for Standards in Education","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Declared non-disabled","90","90","51440","46160"
"In post","2021","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Economics","Declared non-disabled","50","50","46920","46250"
"In post","2021","Office of Gas and Electricity Markets","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Legal","Declared non-disabled","70","70","61590","62380"
"In post","2021","Office of Gas and Electricity Markets","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Declared non-disabled","150","140","33420","27120"
"In post","2021","Office of Gas and Electricity Markets","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other","Declared non-disabled","450","440","44680","37510"
"In post","2021","Office of Gas and Electricity Markets","Other","Unknown","60","60","44320","37210"
